row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq
0  0  7.5546  11.6962  18.5921  12.8046  397.483  24.7224  23499.7  154.856  284.341  30.5043  52.9718  12.5111  18.5726  33.6996  24.5014  15.1062  30.6582  18.3665  1.19306  16.9809  1.19633
1  0  0.44373  10.7452  40.5723  14.4447  580.144  29.0559  23191.9  154.828  389.546  33.099  83.5045  14.9056  28.7325  33.2598  31.2327  15.6472  72.3716  20.7761  2.10427  16.7563  1.17608
2  0  110.717  22.0885  131.264  26.5972  10801.3  111.473  21869.4  161.358  13862.4  131.608  1851  58.0232  7.95425  22.4369  45.6045  20.2672  17.7946  21.117  124.194  23.4468  1.08675
3  0  84.8423  24.9668  207.452  31.0404  14628.1  130.205  20285.4  156.45  23135.5  169.52  12610.5  130.269  13.6743  30.1729  5358.76  86.4216  3.58533  27.3692  1571.71  51.9831  1.92022
4  0  34.996  22.6624  141.252  29.5651  13451.8  126.418  21253.6  158.121  21870.6  162.43  3881.67  80.4231  10.5029  26.3116  73.0032  25.3175  24.9504  23.463  622.271  36.815  1.26838
5  0  129.087  21.2591  83.3707  24.0997  8030.49  96.9709  21895.2  156.792  10623  117.152  1314.43  51.5026  12.3942  25.9906  1506.22  47.7656  49.9548  22.4566  214.187  27.294  1.21528
6  0  58.3621  16.5474  99.7243  21.0437  5108.13  77.7659  23041.7  159.713  6310.36  92.1692  299.465  30.0716  32.2995  22.3858  16.881  15.7679  34.8283  19.9815  53.0311  20.0787  1.18696
7  0  39.0062  14.6203  47.985  16.6839  3313.57  62.9184  23201.7  157.739  4162.9  77.0646  141.937  22.9922  11.2826  25.2329  86.318  18.1357  38.5607  19.4813  2.72704  17.8609  1.32281
8  0  67.4165  16.6984  97.8875  20.1285  4096.17  70.1812  22898.3  158.086  5682.49  87.7162  106.104  23.6205  1.49999  23.3496  36.6449  16.6002  12.7328  18.2528  25.7538  19.5045  1.22925
9  0  58.6137  16.4621  99.1336  19.7337  3429.93  65.8618  23355.3  158.485  4950.89  82.4799  64.745  21.2919  8.0866  24.0684  11.2048  16.0951  73.4522  20.1869  14.0311  17.782  1.20015
