row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq
0  0  48.3519  14.6214  117.806  17.9855  971.48  37.2727  28208.1  171.306  1087.16  46.3399  70.2524  15.0057  25.2032  37.9845  70.2248  19.5115  64.1586  22.1947  15.6131  20.5602  1.15743
1  0  86.6653  16.9685  152.914  20.2774  701.774  32.5161  28306.7  176.07  731.297  41.1837  48.3303  14.6057  11.7682  39.2182  133.876  21.4426  56.8262  22.2998  30.2888  19.2217  1.20935
2  0  314.132  23.948  504.355  29.0379  637.178  32.0521  28236.3  170.977  886.472  44.0444  106.984  18.1632  18.3442  48.3141  903.555  39.2205  57.8245  24.2734  66.0882  23.4305  1.29108
3  0  1212.16  41.672  1760.62  50.0565  1470.25  48.3728  27401.1  172.616  3532.2  74.2474  668.669  36.775  59.2674  40.7323  2279.96  54.9359  114.197  26.584  459.17  34.0767  1.2149
4  0  167.365  19.4216  314.207  24.2729  416.512  26.4412  28495.2  171.689  720.278  40.6721  99.5946  16.0803  45.5524  39.1002  78.7975  19.6675  84.3797  22.7689  14.9674  19.6756  1.21205
5  0  237.605  22.2923  433.769  27.6238  515.414  29.5867  28199.4  171.179  1352.23  50.0946  178.357  20.9199  104.894  35.9605  187.891  22.5759  46.3855  20.8351  18.3276  20.2711  1.31015
6  0  1219.15  41.9765  1870.17  51.8797  1856.05  53.1584  27193.5  171.635  4924.23  84.6787  666.699  37.1804  44.081  35.641  1320.06  43.5606  89.3113  25.2166  582.533  35.0177  1.24659
7  0  922.251  37.4116  1445.74  46.3582  1751.98  52.0596  27907.5  173.218  4567.61  82  324.717  30.505  14.301  41.8311  1127.39  41.5786  61.7421  25.4601  239.874  29.4517  1.27319
8  0  38.2924  15.1174  85.5783  17.7761  556.871  29.5339  28387.7  172.474  652.096  40.5614  20.0343  13.2459  28.0252  43.1232  51.5065  18.7938  43.8766  21.3391  34.0917  21.2151  1.20153
9  0  15.1809  13.0334  111.554  17.4198  712.754  32.0369  28878  172.843  878.427  43.6461  28.2853  13.484  65.6363  38.9358  21.0007  17.6795  25.2185  20.7434  29.4008  18.4942  1.21071
10  0  65.0716  14.9119  97.0531  17.4635  926.61  35.549  28328.4  171.899  1238.89  48.403  39.5605  13.9713  24.7273  38.2078  26.8341  18.6568  15.0481  19.7303  15.0384  19.2444  1.33334
11  0  11.6358  13.5295  106.326  18.61  1256.24  40.937  28340.3  172.226  1689.85  55.2447  5.57808  14.2005  31.2449  36.2392  32.6941  18.0016  1.73086  19.7361  5.10143  19.46  1.14895
12  0  56.0251  15.8241  70.1759  18.1628  1451.65  43.7802  28461.5  176.23  2168.9  58.9493  12.439  16.414  18.9414  33.7576  9.11225  16.9419  54.6719  21.7574  3.05599  19.6097  1.26465
13  0  83.5783  17.1936  117.363  20.0655  1858.67  48.9126  28165.9  173.988  3020.38  68.2152  71.4927  18.5942  18.3542  38.21  41.039  19.1039  46.8421  22.8114  2.32812  20.9465  1.23957
14  0  92.8749  17.9886  89.2871  19.4997  2051.86  51.6161  28405.3  173.213  3409.57  72.1391  59.25  19.5108  47.5653  32.7734  35.6469  18.9555  45.0442  21.9359  14.933  19.6417  1.11626
15  0  69.7259  17.6283  85.1489  19.5817  2022.72  51.9066  27783.1  172.031  3514.47  72.8152  27.4801  18.3191  10.6977  34.0002  11.1025  18.2942  59.446  22.4278  3.9875  21.3268  1.15549
16  0  86.1484  17.7376  87.4411  19.6542  1948.26  50.3413  28364.2  172.711  3291.66  72.4271  27.0928  19.0447  2.27011  32.2576  14.223  17.4188  29.976  21.5406  3.92713  19.9925  1.15852
17  0  65.4385  16.487  78.2611  19.0284  1682.7  47.2636  28204.6  175.171  2690.73  65.0137  25.7527  17.7982  35.9487  36.9235  23.1284  18.1903  72.6469  22.5916  53.855  21.9698  1.21439
18  0  67.9922  16.3466  97.0627  18.4002  1327.26  42.0778  28264  172.485  1910.29  57.7327  23.6904  16.7763  43.4954  44.6021  9.92315  17.7714  30.1676  23.1353  15.8993  22.3815  1.15368
19  0  66.4358  16.0879  97.0264  17.7649  922.057  35.9414  28545  172.892  1281.25  49.7858  39.7161  14.8356  32.8911  35.9319  60.4707  18.3504  19.2239  19.9736  0.326352  20.0776  1.20356
20  0  151.415  19.0097  232.564  22.9811  1333.01  42.7719  28170.9  172.062  2183.1  60.0209  46.9057  17.9237  38.3453  43.1813  118.436  21.7663  110.56  24.766  37.8334  23.3126  1.25941
21  0  32.9307  14.1851  70.7054  16.4167  562.016  29.2253  28476.5  172.968  424.887  35.4869  40.9511  13.3017  2.16057  40.6935  98.6257  20.2191  27.7619  20.5652  4.67552  20.613  1.36738
22  0  1457.19  45.4489  2530.29  58.7038  2203.05  57.2917  26928.3  170.993  4124.73  79.3951  763.922  37.9054  7.86463  36.2524  3987.11  70.3627  96.152  26.6461  481.237  34.0689  1.29585
23  0  1964.88  51.9874  3057.52  64.2835  2305.76  59.4983  26859  171.549  4538.47  83.5964  1170.85  46.3584  8.50886  37.0249  4748.88  76.7097  158.435  29.0938  919.553  42.8731  1.23462
24  0  307.654  24.0229  577.976  30.3863  578.611  30.9894  28339.4  170.851  771.339  41.3499  198.625  19.8303  40.3584  43.0245  275.823  26.8108  63.218  23.4786  32.7214  22.9521  1.23282
25  0  152.176  18.9167  373.33  25.5873  451.043  27.5689  28713.8  171.576  573.525  38.3788  104.962  16.7314  57.2699  58.4841  246.224  26.1808  35.1092  24.3493  5.17022  23.97  1.27436
