row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  17.4188  6.19641  14.3183  7.05008  119.988  13.6015  4452.79  68.4255  149.606  18.0811  0.0224458  5.71335  3.60033  11.7161  7.66519  5.82094  0.168941  6.32867  0.210381  6.39964  0.358944  0.00194441  0.000540588  0.0020728  0.042676  0.000798235  7.41332e-08  3.98656e-06  8.29134e-06  2.55097e-07  3.97378e-07
1  0  15.1389  5.9884  7.71857  6.29486  69.8234  11.2552  4508.73  68.3229  157.531  18.0479  3.3229  5.40745  4.74529  14.2946  8.00101  6.49204  12.336  8.21377  0.546664  7.2622  0.317768  0.00168991  0.000291416  0.0012062  0.0432121  0.000840525  1.09748e-05  5.25435e-06  8.65459e-06  1.86272e-05  1.03256e-06
2  0  14.4046  6.19502  11.2384  7.23187  22.8495  8.99395  4487.51  68.5553  217.481  20.3996  0.171744  6.16458  8.10126  13.063  10.8884  6.61339  5.4383  6.68877  6.11224  7.43801  0.356055  0.00160794  0.000424309  0.000394726  0.0430088  0.00116039  5.6723e-07  8.97034e-06  1.17779e-05  8.21173e-06  1.15451e-05
3  0  68.1013  9.96467  80.9551  11.1608  125.351  14.4732  4315.3  68.6141  699.153  32.5258  6.47441  8.2822  1.44181  10.9912  34.9091  8.55107  6.91508  7.2126  8.01864  6.99385  0.375231  0.00760192  0.00305647  0.00216545  0.0413583  0.0037304  2.13835e-05  1.59648e-06  3.77608e-05  1.04416e-05  1.5146e-05
4  0  326.188  20.7275  333.116  22.5234  371.225  25.449  4101.13  69.0929  4456.61  72.139  16.7035  15.1593  10.4022  7.19794  154.147  16.1172  4.06068  7.68222  102.935  14.2141  0.403494  0.0364113  0.0125768  0.00641294  0.0393056  0.0237787  5.51679e-05  1.15181e-05  0.000166738  6.13155e-06  0.000194429
5  0  489.9  24.8206  395.572  24.4131  417.603  26.708  4101.58  69.7177  6481.58  85.9107  24.5407  17.7005  2.3589  6.41555  133.307  16.0172  25.9597  9.73724  130.201  15.1699  0.415596  0.0546859  0.0149349  0.00721411  0.0393099  0.0345831  8.10523e-05  2.61195e-06  0.000144196  3.91987e-05  0.00024593
6  0  389.551  22.5766  272.377  21.2675  333.366  24.7897  4097.29  69.2119  5372.39  78.5597  17.9565  16.3773  6.29011  6.77174  152.459  16.523  3.79825  8.02265  97.7526  13.9154  0.389921  0.0434843  0.0102836  0.00575892  0.0392689  0.0286649  5.93061e-05  6.96489e-06  0.000164912  5.73528e-06  0.00018464
7  0  376.901  22.3584  338.038  22.9872  335.549  24.3165  4114.15  69.0933  5025.94  76.153  43.0616  16.8321  2.49993  6.62183  140.863  16.4338  6.08733  7.98937  75.5848  12.9807  0.408402  0.0420721  0.0127627  0.00579663  0.0394305  0.0268164  0.000142222  2.76811e-06  0.000152369  9.19176e-06  0.000142768
8  0  377.932  22.7813  354.384  23.9927  291.667  23.8565  4149.48  70.0797  5243.55  78.1114  22.1223  16.5364  5.26036  7.1813  151.562  17.4598  12.0962  9.14909  81.9745  13.6249  0.407191  0.0421872  0.0133798  0.00503856  0.0397691  0.0279775  7.30647e-05  5.82467e-06  0.000163943  1.82651e-05  0.000154837
9  0  377.385  22.1573  331.688  22.5121  273.548  23.2475  4134.08  69.7606  5750.24  81.3095  9.47601  17.1038  2.93275  7.05058  131.357  15.8339  29.5208  9.86891  114.485  15.0524  0.427637  0.0421263  0.0125229  0.00472556  0.0396215  0.030681  3.1297e-05  3.24736e-06  0.000142087  4.45759e-05  0.000216245
10  0  38.1068  8.0246  36.1374  8.64818  62.3543  11.3535  4401.64  68.7112  515.472  28.5597  5.39937  6.58652  6.72601  13.2125  16.0667  6.80346  23.7915  9.0984  6.77481  8.18674  0.365337  0.00425373  0.00136437  0.00107717  0.0421858  0.00275035  1.78329e-05  7.44756e-06  1.73791e-05  3.59247e-05  1.27966e-05
11  0  14.8536  5.64817  12.9837  6.82144  43.8187  9.86308  4562.87  69.1233  190.886  19.6335  1.53428  6.06425  1.35751  17.7623  5.91873  6.81258  5.98319  8.23925  5.95652  8.09461  0.356865  0.00165806  0.000490202  0.00075697  0.043731  0.00101849  5.06738e-06  1.50313e-06  6.40221e-06  9.0345e-06  1.12509e-05
