row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  9.71988  5.72294  5.10819  6.40244  241.973  18.4147  5274.88  74.5704  293.253  24.0484  33.3993  9.54934  1.62847  13.5387  3.34971  6.82058  28.1299  10.6384  11.6867  10.0388  0.331123  0.001085  0.00019286  0.0041801  0.050555  0.00156468  0.00011031  1.80317e-06  3.62334e-06  4.24756e-05  2.20744e-05
1  0  5.89564  4.66667  6.1945  5.89735  178.685  16.2639  5423.6  75.1195  240.249  21.6663  13.9656  7.56764  21.2133  16.292  13.0495  7.5571  31.6913  10.9942  1.28681  9.60103  0.3569  0.000658111  0.000233874  0.0030868  0.0519803  0.00128187  4.6125e-05  2.3489e-05  1.41155e-05  4.78533e-05  2.43059e-06
2  0  5.88478  5.01267  4.21519  5.74547  150.597  15.3333  5467.68  75.2669  168.465  19.3988  10.6208  6.7227  2.82943  17.8206  23.04  8.83309  14.3275  10.3369  27.0103  10.9532  0.338094  0.000656898  0.000159145  0.00260158  0.0524028  0.00089886  3.50781e-05  3.13296e-06  2.4922e-05  2.16343e-05  5.10182e-05
3  0  17.2383  5.99293  9.71754  6.45451  170.576  16.1267  5298.89  74.3905  111.197  18.2454  6.40763  6.97236  6.41018  15.5326  0.0146574  6.85302  0.53777  8.62335  12.2278  10.2759  0.375724  0.00192425  0.000366887  0.00294672  0.0507851  0.000593302  2.11629e-05  7.09784e-06  1.58548e-08  8.12023e-07  2.30964e-05
4  0  10.3705  5.80157  6.83365  6.78291  160.812  15.6724  5455.07  75.1654  176.403  19.5473  10.6921  6.80107  11.749  18.4928  15.4212  7.68136  28.5776  10.5021  13.2737  9.6863  0.330699  0.00115762  0.000258005  0.00277804  0.0522819  0.000941215  3.53136e-05  1.30094e-05  1.66809e-05  4.31517e-05  2.5072e-05
5  0  5.33413  5.43039  0.00111985  5.79507  123.93  14.2983  5366.91  75.2111  171.027  19.926  6.89904  6.51088  3.97709  16.3919  16.8401  8.01084  9.66518  9.599  1.32784  9.56208  0.340167  0.00059543  4.22802e-08  0.0021409  0.051437  0.000912532  2.27859e-05  4.40374e-06  1.82157e-05  1.45942e-05  2.50808e-06
6  0  18.748  5.73906  31.664  8.03257  91.4545  12.4981  5414.14  74.6526  97.8196  16.8396  0.0479132  6.02539  1.8478  17.5892  9.27652  7.71997  17.6212  9.34773  8.71687  9.67197  0.346248  0.00209278  0.00119548  0.00157988  0.0518897  0.000521926  1.58246e-07  2.04603e-06  1.00343e-05  2.66077e-05  1.64648e-05
7  0  9.57767  5.4544  6.70296  6.49014  66.1895  11.057  5287.35  73.7361  115.657  17.1546  2.53532  6.12823  2.80471  17.9002  2.02926  7.12976  22.6304  9.24337  12.8735  9.54863  0.367149  0.00106912  0.000253071  0.00114343  0.0506745  0.000617101  8.37356e-06  3.10559e-06  2.19502e-06  3.41715e-05  2.4316e-05
8  0  14.7401  6.27197  9.64576  6.84758  97.6198  13.1315  5431.04  75.1503  194.811  20.4218  6.92755  6.30232  7.97487  13.2127  6.75475  6.72653  4.00043  7.6298  6.55379  8.29743  0.356892  0.00164539  0.000364177  0.00168639  0.0520517  0.00103943  2.28801e-05  8.83039e-06  7.30652e-06  6.04057e-06  1.23791e-05
9  0  15.1757  5.92948  27.2636  7.85476  108.243  13.6306  5427.03  75.8734  175.8  20.0482  1.59139  6.65736  1.94837  13.8996  7.29046  7.14657  1.88348  8.39791  2.19202  8.08102  0.344885  0.00169401  0.00102934  0.0018699  0.0520132  0.000937999  5.25598e-06  2.15738e-06  7.886e-06  2.84403e-06  4.14039e-06
10  0  9.7047  5.5552  17.6342  7.50789  89.3599  12.43  5472.71  75.1511  136.771  18.5452  0.0399534  5.9263  5.98475  17.008  9.858  6.92095  35.6092  10.5004  0.247531  8.61271  0.350124  0.0010833  0.000665782  0.0015437  0.052451  0.000729757  1.31957e-07  6.62677e-06  1.06633e-05  5.37692e-05  4.67549e-07
11  0  23.9408  6.3993  22.0498  7.21437  76.8071  11.5455  5487.84  75.2025  136.569  18.4691  4.65144  6.12882  10.0071  12.2292  14.7064  7.05814  21.3302  9.54362  7.56106  8.44009  0.335912  0.00267243  0.000832493  0.00132685  0.0525961  0.000728678  1.53626e-05  1.10806e-05  1.59078e-05  3.22083e-05  1.42817e-05
12  0  18.5452  6.63049  16.9511  7.60346  94.6253  12.8873  5410.22  74.9246  201.296  20.6193  1.27625  5.59458  2.90924  14.2249  31.744  9.1864  10.8432  9.3102  0.346137  8.87985  0.337426  0.00207013  0.000639992  0.00163466  0.0518521  0.00107403  4.21517e-06  3.22133e-06  3.4337e-05  1.6373e-05  6.53799e-07
13  0  19.4855  6.79365  40.9993  9.35068  130.032  14.8718  5362.95  75.0105  284.312  23.9484  10.0531  7.78371  9.44036  17.2455  32.0654  9.12087  26.6549  10.6347  10.8607  10.0728  0.330524  0.0021751  0.00154793  0.0022463  0.051399  0.00151697  3.3203e-05  1.04531e-05  3.46847e-05  4.02484e-05  2.05141e-05
14  0  15.7657  6.5239  24.8239  8.6452  71.8932  12.1885  5373.72  74.8884  242.709  21.9863  9.99007  7.11719  15.2498  12.6066  5.91318  6.89315  13.3949  9.14424  2.7804  7.62245  0.352136  0.00175987  0.000937227  0.00124196  0.0515023  0.001295  3.29949e-05  1.68857e-05  6.39621e-06  2.0226e-05  5.25175e-06
15  0  34.9874  7.85431  37.3727  9.12045  92.7527  13.3045  5366  75.0173  295.221  23.8224  0.227807  7.05347  23.9426  15.8814  23.9649  8.88477  10.9965  9.60974  8.30168  9.60625  0.330919  0.00390552  0.00141101  0.00160231  0.0514283  0.00157518  7.52393e-07  2.65111e-05  2.59225e-05  1.66045e-05  1.56806e-05
16  0  135.69  13.3171  194.267  16.9061  370.106  23.1537  5156.04  74.9822  1465.99  43.9  46.993  13.159  11.3609  14.0738  274.771  19.9533  30.0639  10.5347  40.1508  11.6273  0.40398  0.0151466  0.00733456  0.00639361  0.049416  0.00782191  0.000155207  1.25796e-05  0.000297216  4.53959e-05  7.58386e-05
17  0  220.323  17.2239  364.847  22.7297  592.488  29.6796  5022.85  75.6046  3128.4  62.1354  93.4189  17.6783  6.36632  10.0261  514.319  26.2888  23.7516  10.6015  117.171  15.4277  0.363428  0.0245939  0.0137748  0.0102353  0.0481395  0.0166919  0.000308541  7.04927e-06  0.000556332  3.58645e-05  0.000221318
18  0  95.3448  13.4972  145.319  17.3289  322.959  24.1388  4967.02  75.4163  1300.42  44.9259  55.5108  14.6845  20.5466  12.2261  227.677  19.0866  43.3168  10.8814  13.0814  9.08943  0.433042  0.010643  0.00548655  0.00557913  0.0476045  0.00693851  0.000183339  2.27508e-05  0.000246275  6.54076e-05  2.47087e-05
