row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  6.38528  5.38535  10.3916  5.65014  15.6153  6.30383  2387.97  49.5805  3.49107  8.23196  15.2497  6.30763  35.3608  18.4854  7.52624  11.016  92.5869  27.707  52.8908  32.0789  0.841836  0.000712768  0.000392336  0.000269755  0.0228865  1.86269e-05  5.03663e-05  3.91542e-05  8.14103e-06  0.000139804  9.99026e-05
1  0  2.97104  4.72705  1.06993  4.9339  23.1964  6.4552  2328.62  48.7845  25.9294  9.10801  15.4794  5.37938  62.3551  18.1108  5.68191  9.25822  17.7463  23.6894  107.556  32.0588  0.901332  0.000331647  4.03955e-05  0.000400718  0.0223177  0.000138349  5.11248e-05  6.90444e-05  6.14604e-06  2.67967e-05  0.000203157
2  0  5.42304  4.71307  10.7331  5.21953  17.255  5.87413  2437.36  50.0345  6.59522  7.47748  12.395  5.83633  3.70398  24.5069  18.3677  11.0998  17.2267  29.3889  140.961  38.2241  0.859643  0.000605355  0.000405228  0.000298082  0.0233599  3.51894e-05  4.09379e-05  4.10133e-06  1.98681e-05  2.60121e-05  0.000266254
3  0  13.1948  5.79773  9.91188  5.62153  22.4892  6.5122  2465.49  50.1813  2.10659  7.95794  10.7957  6.14547  20.4621  17.8017  12.2449  9.94466  7.37595  23.2063  131.231  35.264  0.82059  0.00147289  0.000374224  0.000388502  0.0236295  1.12399e-05  3.56558e-05  2.26572e-05  1.32452e-05  1.11375e-05  0.000247876
4  0  10.6407  5.36062  13.1949  5.67856  17.774  5.73227  2524.95  50.8009  0.592233  8.17521  9.47822  5.83447  24.2267  17.9197  3.89824  9.85097  16.4243  23.2118  103.004  32.5461  0.86556  0.00118779  0.000498176  0.000307047  0.0241994  3.15992e-06  3.13043e-05  2.68257e-05  4.21667e-06  2.48004e-05  0.000194558
5  0  6.6662  5.09667  8.65878  5.36469  16.0849  6.18477  2661.45  52.1695  7.64408  8.30679  21.2833  6.52124  4.88049  24.9699  19.0139  12.1933  55.6813  28.113  55.7569  33.5344  0.770933  0.000744125  0.000326913  0.000277867  0.0255076  4.07857e-05  7.02939e-05  5.40405e-06  2.05671e-05  8.40777e-05  0.000105316
6  0  7.26776  5.51156  7.34265  5.63175  28.1998  7.13652  2677.37  52.3337  12.5622  9.01753  16.0747  6.47715  40.7217  19.1919  1.1059  9.70398  30.456  22.9245  153.071  33.9682  0.833416  0.000811276  0.000277223  0.000487154  0.0256602  6.7027e-05  5.3091e-05  4.50902e-05  1.19623e-06  4.59881e-05  0.000289127
7  0  3.93286  5.16702  9.0994  5.64694  13.6059  5.91962  2614.69  51.7244  15.7323  7.21848  12.6087  5.93323  37.0363  23.1437  2.2759  9.24351  3.0435  22.079  34.4228  29.6351  0.785314  0.000439012  0.000343549  0.000235042  0.0250595  8.39415e-05  4.16437e-05  4.10094e-05  2.46181e-06  4.59563e-06  6.50193e-05
8  0  10.3938  5.80768  9.21913  5.76635  15.6333  6.44483  2780.08  53.3156  1.38205  8.27313  10.3076  5.73984  24.9882  15.7028  10.1566  8.81453  71.7726  21.9391  81.4229  26.9504  0.809903  0.00116022  0.000348069  0.000270066  0.0266446  7.37406e-06  3.40436e-05  2.76689e-05  1.09863e-05  0.000108375  0.000153795
9  0  8.44787  7.27933  19.1062  8.24844  10.4777  9.10916  2762.88  75.4028  2.83367  13.1791  6.60978  9.10205  14.9289  8.73895  23.6733  16.4092  65.665  31.1656  136.364  41.5274  5.20172  0.000943008  0.000721358  0.000181003  0.0264798  1.51193e-05  2.18306e-05  1.65305e-05  2.56071e-05  9.91529e-05  0.000257571
