row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  8.46099  4.69764  4.82356  4.76658  15.9742  6.18356  3129.68  56.5733  3.51049  8.02778  13.2522  5.7269  8.8722  17.1211  1.16137  6.61898  27.3108  10.5733  0.600241  9.08929  0.322373  0.000944471  0.000182114  0.000275955  0.0299952  1.87305e-05  4.3769e-05  9.82397e-06  1.25624e-06  4.12388e-05  1.13376e-06
1  0  6.15493  4.73457  3.10765  4.7536  9.68463  5.55898  3157.38  56.6676  2.35056  8.1572  8.07329  5.4536  10.2831  14.4359  1.49011  6.28321  6.71492  8.6388  5.26006  8.38551  0.316161  0.000687055  0.00011733  0.000167302  0.0302607  1.25417e-05  2.66642e-05  1.13863e-05  1.61183e-06  1.01394e-05  9.93544e-06
2  0  4.37192  4.28589  11.8952  5.73933  62.2213  10.3411  3187.55  57.7164  86.252  15.381  81.4789  11.2766  5.74813  12.2393  167.285  15.5449  27.0703  10.2787  462.162  24.9951  0.34395  0.000488022  0.000449103  0.00107488  0.0305498  0.000460206  0.000269106  6.36477e-06  0.00018095  4.08756e-05  0.000872954
3  0  7.3255  4.58726  8.24096  4.89387  14.3651  6.0145  3288.76  57.8501  5.172  8.49717  7.82059  5.4785  3.44579  16.679  7.2796  6.80438  11.1762  9.34769  20.9774  10.4574  0.304874  0.00081772  0.000311138  0.000248157  0.0315198  2.75957e-05  2.58296e-05  3.81544e-06  7.87425e-06  1.68758e-05  3.96231e-05
4  0  9.4319  4.79873  9.51159  5.16786  16.6541  6.36671  3424.06  59.0665  1.31635  7.44758  7.64276  5.33093  2.43972  16.1627  1.82397  5.80407  12.366  8.54028  17.2949  9.30781  0.29776  0.00105285  0.000359111  0.000287701  0.0328165  7.02351e-06  2.52423e-05  2.70145e-06  1.97296e-06  1.86725e-05  3.26674e-05
5  0  7.5985  4.92271  6.59087  5.20224  17.3557  6.60825  3394.34  58.7662  0.798233  8.39238  8.15936  5.16836  7.21129  12.9896  1.87616  5.73261  11.1059  7.55602  11.3732  8.4496  0.316387  0.000848194  0.000248839  0.00029982  0.0325317  4.25905e-06  2.69484e-05  7.98489e-06  2.02942e-06  1.67696e-05  2.14822e-05
6  0  6.6504  4.34929  7.25639  4.88964  21.6567  6.84802  3322.02  58.1466  6.83449  9.53127  1.03577  5.38378  5.22777  15.0918  14.5452  7.31848  1.60899  8.26217  0.519127  8.87451  0.30628  0.000742362  0.000273966  0.000374121  0.0318386  3.64661e-05  3.42091e-06  5.78859e-06  1.57333e-05  2.42954e-06  9.80551e-07
7  0  5.51981  4.64007  5.50684  5.83165  22.1878  7.85487  3294.53  58.6296  4.22723  10.0804  8.04021  5.9617  11.2179  15.6265  15.315  7.78176  21.5323  9.12282  0.520287  8.53588  0.33407  0.000616158  0.000207911  0.000383295  0.0315752  2.25548e-05  2.65549e-05  1.24213e-05  1.6566e-05  3.25133e-05  9.82741e-07
8  0  6.45152  4.647  14.187  5.77919  15.1867  6.0693  3288.05  57.9155  13.04  9.44053  4.77162  5.33327  2.24513  11.1773  0.365666  5.16386  0.753991  6.35328  0.866581  6.782  0.315223  0.000720161  0.000535632  0.000262351  0.031513  6.95764e-05  1.57595e-05  2.48598e-06  3.95536e-07  1.13851e-06  1.63684e-06
9  0  3.29332  4.64202  2.91232  4.81161  12.4025  6.16715  3439.55  59.2194  3.22842  9.36357  1.44733  4.85623  0.403873  10.5123  5.26397  5.56142  5.52435  7.19682  10.3587  8.61208  0.306448  0.000367622  0.000109955  0.000214253  0.032965  1.72255e-05  4.78021e-06  4.472e-07  5.69396e-06  8.34166e-06  1.95661e-05
10  0  7.04638  4.55037  5.48963  4.83582  16.6693  6.23414  3501.61  59.6173  7.07298  7.09265  7.25236  4.63184  0.4717  13.8944  13.6028  6.11749  38.8211  9.75369  3.64694  7.06421  0.297794  0.000786564  0.000207262  0.000287963  0.0335598  3.77386e-05  2.39529e-05  5.22302e-07  1.47139e-05  5.86192e-05  6.88851e-06
11  0  1.46866  5.03846  12.78  5.60199  29.7301  7.7652  3489.39  59.5942  1.71974  8.04797  8.15194  5.4522  12.4242  16.6033  3.34883  6.05734  22.777  8.85675  10.0962  8.25743  0.29655  0.000163941  0.000482509  0.00051359  0.0334427  9.17582e-06  2.6924e-05  1.37571e-05  3.62239e-06  3.43928e-05  1.90702e-05
12  0  9.31308  4.82561  10.6875  5.288  30.3644  7.44927  3440.62  59.1686  4.36444  9.02604  5.02252  5.40046  10.644  14.6185  10.5746  6.58633  5.82417  6.98362  3.56782  7.82977  0.31159  0.00103959  0.000403509  0.000524547  0.0329753  2.32869e-05  1.65882e-05  1.17858e-05  1.14384e-05  8.79438e-06  6.73905e-06
13  0  5.58433  4.6857  4.64227  5.27845  55.1973  9.713  3509.59  60  16.8219  10.4702  1.88165  4.96537  3.29824  11.8438  1.82315  5.19748  0.301567  6.62673  3.16343  6.76184  0.287076  0.00062336  0.000175269  0.000953536  0.0336362  8.97548e-05  6.21464e-06  3.65206e-06  1.97208e-06  4.5536e-07  5.97524e-06
14  0  10.6195  4.57385  9.01748  5.49206  80.3333  11.1473  3486.9  59.8795  17.7061  11.2635  6.83707  5.40727  4.56747  12.6249  8.75571  6.13298  4.63595  6.80741  14.3356  8.70744  0.299399  0.00118542  0.000340456  0.00138776  0.0334188  9.44724e-05  2.25812e-05  5.05745e-06  9.47093e-06  7.00019e-06  2.70776e-05
15  0  13.1799  5.60363  9.70757  5.88158  117.253  13.5607  3521.95  60.7288  65.177  14.0896  4.21736  5.8355  4.59382  19.541  113.975  13.4624  9.56059  8.41802  12.3871  8.94886  0.337387  0.00147123  0.000366511  0.00202555  0.0337547  0.000347758  1.3929e-05  5.08663e-06  0.000123285  1.44363e-05  2.33973e-05
16  0  10.9452  5.2771  9.25926  6.01439  196.869  16.1826  3542.13  61.0251  144.719  16.9984  2.27568  5.62521  4.73859  11.38  14.2246  6.30815  0.722906  6.33698  22.8833  8.83289  0.313638  0.00122178  0.000349584  0.00340091  0.0339481  0.000772162  7.51603e-06  5.24693e-06  1.53866e-05  1.09157e-06  4.32231e-05
17  0  12.7189  5.36497  10.4104  5.93023  217.114  17.0271  3541.05  60.9847  145.556  17.6373  0.771915  5.48756  2.16658  11.7863  8.83926  5.90335  12.1626  8.39938  4.36802  8.10125  0.319186  0.00141977  0.000393045  0.00375065  0.0339378  0.000776627  2.54946e-06  2.399e-06  9.56131e-06  1.83653e-05  8.25051e-06
18  0  14.2069  4.79065  24.2855  7.2816  245.432  17.6084  3528.04  60.6713  176.387  18.2256  2.66103  5.01306  8.04437  10.4719  6.47397  5.04171  23.5077  8.27959  6.3025  7.13282  0.347433  0.00158587  0.000916902  0.00423985  0.0338131  0.000941132  8.78875e-06  8.90734e-06  7.00281e-06  3.54962e-05  1.19045e-05
19  0  18.9915  5.92655  26.5607  7.16084  260.972  18.5265  3506.87  60.863  228.17  20.1426  2.78317  5.75293  0.953977  10.7995  2.92611  5.23366  26.2342  9.29723  4.62329  7.07916  0.319996  0.00211995  0.0010028  0.00450831  0.0336102  0.00121742  9.19218e-06  1.05632e-06  3.16514e-06  3.96132e-05  8.73268e-06
20  0  4.04228  5.89938  0.845936  6.15184  265.149  19.1881  3326.29  59.7813  296.589  23.0537  19.2591  9.04151  8.53063  7.49796  5115.41  72.7204  6.14326  8.70185  829.758  31.5665  0.505784  0.000451227  3.19384e-05  0.00458046  0.0318795  0.00158248  6.36083e-05  9.44577e-06  0.00553327  9.27621e-06  0.00156729
21  0  10.9374  5.5671  23.2812  7.7482  359.158  21.7868  3410.44  60.7492  440.685  26.4519  7.94824  8.20332  2.99306  11.8096  86.4707  11.7482  17.9046  8.4835  4.74964  7.50907  0.315749  0.00122091  0.000878984  0.00620447  0.032686  0.00235132  2.62512e-05  3.31415e-06  9.35342e-05  2.70356e-05  8.97133e-06
22  0  22.162  6.63738  12.533  6.82006  409.368  23.079  3503.59  61.958  570.852  29.3484  106.801  14.1421  4.28321  9.36328  8.00051  6.36866  0.987536  6.94638  0.0885465  7.5315  0.335331  0.00247387  0.000473184  0.00707186  0.0335788  0.00304584  0.000352739  4.74269e-06  8.65404e-06  1.49116e-06  1.67251e-07
23  0  10.9043  5.06496  28.7795  7.71856  365.168  21.7724  3462.18  61.4416  634.888  30.3343  13.8605  8.35128  1.98169  9.58209  63.0975  10.4498  6.1267  6.85266  2.10019  6.4963  0.349373  0.00121722  0.00108657  0.0063083  0.0331819  0.00338751  4.57779e-05  2.19428e-06  6.82517e-05  9.2512e-06  3.96694e-06
24  0  14.3955  6.14965  39.3359  8.24587  306.852  20.3122  3523.95  61.8314  637.172  30.8719  3.11015  8.09211  3.4094  9.94171  3.09385  5.62782  28.1475  9.3017  2.3231  7.35093  0.335434  0.00160692  0.00148513  0.00530089  0.0337739  0.00339969  1.02721e-05  3.77515e-06  3.34657e-06  4.25023e-05  4.38798e-06
25  0  14.4532  6.10941  28.3519  8.34217  213.025  17.8089  3493.54  61.5539  502.049  28.4202  1.59665  7.32052  0.725138  9.15223  19.1202  7.32416  2.59692  6.51631  0.324339  6.96636  0.306707  0.00161336  0.00107043  0.00368002  0.0334824  0.00267873  5.27335e-06  8.02929e-07  2.06821e-05  3.9213e-06  6.12626e-07
26  0  13.6621  5.87539  36.8303  8.7915  213.405  17.7769  3532.86  61.8137  585.652  30.031  0.0768936  7.33528  1.85944  8.84942  27.9604  8.15941  2.18591  6.54534  7.42726  7.53114  0.308085  0.00152505  0.00139053  0.00368658  0.0338593  0.0031248  2.53962e-07  2.05891e-06  3.02444e-05  3.30068e-06  1.40289e-05
27  0  34.6737  7.12686  50.656  9.92659  207.055  17.8437  3410.2  60.9104  581.101  29.4668  10.1296  7.85287  0.536761  9.5913  29.6823  8.17131  8.75261  7.32009  10.822  7.7682  0.318069  0.00387051  0.00191252  0.00357688  0.0326837  0.00310052  3.34555e-05  5.94343e-07  3.2107e-05  1.32163e-05  2.04411e-05
28  0  22.6521  6.8685  59.2322  10.4345  156.41  15.4712  3482.41  61.0507  537.276  27.4462  16.1951  8.29229  0.371193  9.6347  36.6558  8.12841  16.8991  7.33384  11.84  7.4844  0.343713  0.00252858  0.00223632  0.00270199  0.0333757  0.00286669  5.34887e-05  4.11013e-07  3.96501e-05  2.55173e-05  2.23638e-05
29  0  220.849  17.3487  414.834  24.1294  514.169  27.8961  3119.17  60.3929  2486.5  55.1007  41.5079  13.9233  3.74714  8.59808  393.513  23.2602  20.2153  9.41576  165.51  16.867  0.394654  0.0246527  0.0156621  0.00888231  0.0298944  0.0132669  0.000137091  4.14913e-06  0.000425658  3.05247e-05  0.000312623
30  0  214.033  16.9979  453.145  24.448  609.779  29.1978  3202.15  61.2278  3175.77  61.4011  28.2322  14.8468  9.65496  7.75207  288.706  20.3795  32.3421  9.68976  125.494  15.2648  0.392113  0.0238918  0.0171085  0.010534  0.0306897  0.0169446  9.32444e-05  1.06907e-05  0.00031229  4.88359e-05  0.000237039
31  0  393.573  23.3699  949.524  36.0371  1241.2  42.3444  2895.85  60.9854  7316.16  90.9206  76.2737  20.0423  27.1758  9.48529  899.703  32.5538  68.4248  12.6504  427.611  24.1149  0.423854  0.0439332  0.0358494  0.0214417  0.0277541  0.0390361  0.000251914  3.00912e-05  0.000973197  0.00010332  0.00080769
