"dado";"grupo";"tecido";"semana";"elemento";"agrupamento";"relacao";"p.value";"relevancia"
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"S / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"K / P";0,000811882986203752;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Ca / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Mn / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Fe / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Cu / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Zn / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"K / S";1,58356075945493e-240;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Ca / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Mn / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Fe / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Cu / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Zn / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Ca / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Mn / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Fe / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Cu / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Zn / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Mn / Ca";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Fe / Ca";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Cu / Ca";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Zn / Ca";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Fe / Mn";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Cu / Mn";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Zn / Mn";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Cu / Fe";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Zn / Fe";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"c";"Zn / Cu";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"S / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"K / P";1,4531147359593e-98;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Ca / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Mn / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Fe / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Cu / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Zn / P";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"K / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Ca / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Mn / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Fe / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Cu / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Zn / S";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Ca / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Mn / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Fe / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Cu / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Zn / K";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Mn / Ca";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Fe / Ca";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Cu / Ca";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Zn / Ca";2,10385458880186e-09;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Fe / Mn";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Cu / Mn";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Zn / Mn";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Cu / Fe";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Zn / Fe";0;TRUE
"stats_elementos_G";"fixo";"-";"-";"mutavel";"t";"Zn / Cu";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"S / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"K / P";2,58113364812576e-94;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Ca / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Mn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Fe / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Cu / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Zn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"K / S";7,05447107980276e-99;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Ca / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Mn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Fe / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Cu / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Zn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Ca / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Mn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Fe / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Cu / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Zn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Mn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Fe / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Cu / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Zn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Fe / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Cu / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Zn / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Cu / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Zn / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cf";"Zn / Cu";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"S / P";3,00270513372755e-130;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"K / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Ca / P";2,08119333251912e-29;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Mn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Fe / P";2,3806513048845e-162;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Cu / P";4,84049239608877e-272;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Zn / P";7,89379691868904e-244;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"K / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Ca / S";2,22665125818488e-215;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Mn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Fe / S";4,68197121409864e-18;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Cu / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Zn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Ca / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Mn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Fe / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Cu / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Zn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Mn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Fe / Ca";3,36409840496076e-246;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Cu / Ca";3,51539792865317e-137;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Zn / Ca";5,12654954377799e-114;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Fe / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Cu / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Zn / Mn";1,66202568521982e-104;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Cu / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Zn / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"cp";"Zn / Cu";0,108124125108747;FALSE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"S / P";4,20049416731333e-290;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"K / P";1,0021256593673e-53;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Ca / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Mn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Fe / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Cu / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Zn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"K / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Ca / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Mn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Fe / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Cu / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Zn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Ca / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Mn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Fe / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Cu / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Zn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Mn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Fe / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Cu / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Zn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Fe / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Cu / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Zn / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Cu / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Zn / Fe";2,75556019605903e-20;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tf";"Zn / Cu";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"S / P";3,80914201840648e-224;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"K / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Ca / P";9,10144700943709e-36;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Mn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Fe / P";2,69163372482634e-57;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Cu / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Zn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"K / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Ca / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Mn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Fe / S";1,65237462284394e-37;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Cu / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Zn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Ca / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Mn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Fe / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Cu / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Zn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Mn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Fe / Ca";8,7877481479855e-149;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Cu / Ca";4,59081407642114e-213;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Zn / Ca";1,47040550765605e-189;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Fe / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Cu / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Zn / Mn";3,34314454331691e-112;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Cu / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Zn / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tp";"Zn / Cu";3,97294451774585e-08;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"S / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"K / P";3,11899996754061e-42;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Ca / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Mn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Fe / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Cu / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Zn / P";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"K / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Ca / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Mn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Fe / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Cu / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Zn / S";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Ca / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Mn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Fe / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Cu / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Zn / K";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Mn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Fe / Ca";8,60335992643004e-28;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Cu / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Zn / Ca";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Fe / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Cu / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Zn / Mn";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Cu / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Zn / Fe";0;TRUE
"stats_elementos_GT";"fixo";"fixo";"-";"mutavel";"tt";"Zn / Cu";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"S / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"K / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Ca / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Mn / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Fe / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Cu / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Zn / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"K / S";2,5040054631095e-11;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Ca / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Mn / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Fe / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Cu / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Zn / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Ca / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Mn / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Fe / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Cu / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Zn / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Mn / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Fe / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Cu / Ca";1,86373766613313e-131;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Zn / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Fe / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Cu / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Zn / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Cu / Fe";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Zn / Fe";7,90345937491896e-262;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf0";"Zn / Cu";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"S / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"K / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Ca / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Mn / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Fe / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Cu / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Zn / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"K / S";1,0626679249135e-25;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Ca / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Mn / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Fe / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Cu / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Zn / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Ca / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Mn / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Fe / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Cu / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Zn / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Mn / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Fe / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Cu / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Zn / Ca";7,20972773020284e-139;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Fe / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Cu / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Zn / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Cu / Fe";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Zn / Fe";3,3558563526745e-211;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf1";"Zn / Cu";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"S / P";1,15553434534891e-211;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"K / P";7,41547422650949e-172;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Ca / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Mn / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Fe / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Cu / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Zn / P";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"K / S";0,0208522689554747;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Ca / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Mn / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Fe / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Cu / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Zn / S";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Ca / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Mn / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Fe / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Cu / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Zn / K";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Mn / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Fe / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Cu / Ca";6,49699554568229e-50;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Zn / Ca";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Fe / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Cu / Mn";0;TRUE
"stats_elementos_GTS";"fixo";"fixo";"fixo";"mutavel";"cf3";"Zn / Mn";0;TRUE
