"dado";"grupo";"tecido";"semana";"elemento";"agrupamento";"relacao";"p.value";"relevancia"
"stats_semana";"fixo";"fixo";"mutavel";"fixo";"tt_Fe";"5 / 3";0;TRUE
"stats_semana";"fixo";"fixo";"mutavel";"fixo";"tt_Cu";"3 / 1";0,00130071016366749;TRUE
"stats_semana";"fixo";"fixo";"mutavel";"fixo";"tt_Cu";"5 / 1";9,35134720812966e-207;TRUE
"stats_semana";"fixo";"fixo";"mutavel";"fixo";"tt_Cu";"5 / 3";0;TRUE
"stats_semana";"fixo";"fixo";"mutavel";"fixo";"tt_Zn";"3 / 1";3,4311726524978e-59;TRUE
"stats_semana";"fixo";"fixo";"mutavel";"fixo";"tt_Zn";"5 / 1";1,37406031191457e-135;TRUE
"stats_semana";"fixo";"fixo";"mutavel";"fixo";"tt_Zn";"5 / 3";1,18311612785922e-57;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_P";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_S";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_K";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_Ca";"p / f";5,16166786595934e-88;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_Mn";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_Fe";"p / f";1,02670210811209e-50;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_Cu";"p / f";8,24807129344208e-10;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"c_Zn";"p / f";4,4803589748466e-276;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_P";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_P";"t / f";9,11127183028866e-97;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_P";"t / p";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_S";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_S";"t / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_S";"t / p";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_K";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_K";"t / f";3,41404530777756e-78;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_K";"t / p";1,80368665663541e-207;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Ca";"p / f";4,57219459345352e-220;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Ca";"t / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Ca";"t / p";0,0468148109646301;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Mn";"p / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Mn";"t / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Mn";"t / p";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Fe";"p / f";5,7810367941433e-204;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Fe";"t / f";3,09399693883441e-73;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Fe";"t / p";3,27058982672702e-233;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Cu";"p / f";2,15004195107166e-118;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Cu";"t / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Cu";"t / p";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Zn";"p / f";1,10314153810444e-268;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Zn";"t / f";0;TRUE
"stats_tecido_G";"fixo";"mutavel";"-";"fixo";"t_Zn";"t / p";1,22613101990965e-23;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_P";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_S";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_K";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_Ca";"p / f";4,82241408779979e-30;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_Mn";"p / f";2,23166420618761e-26;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_Fe";"p / f";6,8752027389187e-13;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_Cu";"p / f";3,99075363396828e-50;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"c5_Zn";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_P";"t / f";4,90316377217094e-119;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_S";"t / f";1,57593976203228e-228;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_K";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_Ca";"t / f";5,84890473554263e-182;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_Mn";"t / f";1,54213354874611e-17;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_Fe";"t / f";2,63492816096257e-32;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_Cu";"t / f";2,14129325337574e-106;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t1_Zn";"t / f";5,01136300543363e-53;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_P";"t / f";3,94839649584893e-09;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_S";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_K";"t / f";6,04631825478684e-25;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_Ca";"t / f";1,55564750764896e-22;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_Mn";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_Fe";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_Cu";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t3_Zn";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_P";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_P";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_P";"t / p";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_S";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_S";"t / f";5,11522051399352e-38;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_S";"t / p";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_K";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_K";"t / f";0,0746125239034554;FALSE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_K";"t / p";5,31851306755121e-307;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Ca";"p / f";2,18398152470921e-178;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Ca";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Ca";"t / p";4,95342063251415e-47;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Mn";"p / f";2,39108012531968e-180;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Mn";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Mn";"t / p";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Fe";"p / f";7,08620806743242e-118;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Fe";"t / f";0,000136118797377319;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Fe";"t / p";2,70745996162463e-63;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Cu";"p / f";1,07470522697609e-11;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Cu";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Cu";"t / p";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Zn";"p / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Zn";"t / f";0;TRUE
"stats_tecido_GS";"fixo";"mutavel";"fixo";"fixo";"t5_Zn";"t / p";7,49801970396079e-48;TRUE
