row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  10.512  4.95496  4.57308  5.34291  17.1064  6.46199  3235.04  57.6137  1.36697  9.21868  3.46081  5.47485  1.30846  17.9584  5.51462  6.7429  12.4942  9.16065  4.75192  8.66739  0.355771  0.00117342  0.000172657  0.000295513  0.031005  7.29359e-06  1.14302e-05  1.44883e-06  5.96509e-06  1.8866e-05  8.97564e-06
1  0  8.17557  4.79157  10.4494  5.15982  25.6805  6.95514  3294.25  59.1807  11.9898  9.07359  7.96204  5.38542  9.26971  14.1883  44.3029  8.9942  18.8604  9.19505  8.51362  8.79354  0.36361  0.000912612  0.000394518  0.000443632  0.0315724  6.39727e-05  2.62968e-05  1.02641e-05  4.79218e-05  2.84788e-05  1.60809e-05
2  0  6.477  5.27554  6.66512  5.35357  32.1746  8.04325  3223.6  58.0403  2.8746  8.40684  4.71814  5.24395  2.51525  11.8099  16.3498  7.16348  23.2326  9.15884  13.4592  8.17881  0.356529  0.000723005  0.000251642  0.000555818  0.0308954  1.53377e-05  1.55829e-05  2.78508e-06  1.76854e-05  3.50808e-05  2.54224e-05
3  0  7.38045  5.12746  10.9717  5.84391  39.5423  8.83281  3294.38  58.1918  0.633222  8.967  4.34015  5.57299  38.347  18.7317  58.7076  10.9478  27.5883  9.79005  17.387  9.35769  0.419027  0.000823855  0.000414236  0.000683096  0.0315736  3.37862e-06  1.43345e-05  4.24607e-05  6.35032e-05  4.16578e-05  3.28413e-05
4  0  6.5847  4.93597  8.466  5.35811  113.054  12.5679  3367.18  58.9277  43.1832  12.702  9.77878  6.26419  14.2043  15.1365  62.0328  11.5329  5.55073  7.36158  4.00726  8.43916  0.366656  0.000735028  0.000319635  0.00195301  0.0322714  0.000230408  3.2297e-05  1.57281e-05  6.71e-05  8.3815e-06  7.56909e-06
5  0  10.7737  5.38703  8.29876  5.2891  217.145  16.8724  3400.97  59.6881  115.463  16.6598  46.2295  9.21351  7.90922  12.3337  13.4566  6.70951  13.6848  8.64954  4.87277  8.11735  0.396637  0.00120263  0.000313321  0.0037512  0.0325952  0.000616062  0.000152685  8.7577e-06  1.45558e-05  2.06638e-05  9.20391e-06
6  0  10.9505  5.6749  11.4631  6.41437  315.312  20.5388  3329.3  59.746  229.801  21.5241  122.636  14.3781  2.72913  11.0393  10.6586  6.46905  28.6102  9.79223  21.3441  9.37544  0.421259  0.00122237  0.000432791  0.00544703  0.0319083  0.00122612  0.000405038  3.0219e-06  1.15292e-05  4.32009e-05  4.03158e-05
7  0  11.5208  5.68353  13.8405  6.5944  471.498  24.388  3277.86  59.8717  358.691  25.1381  130.854  15.3619  0.161184  9.98081  5.00626  6.13511  2.94746  7.7405  0.178739  6.92748  0.403921  0.00128602  0.000522551  0.00814516  0.0314153  0.00191383  0.000432182  1.78475e-07  5.41521e-06  4.45061e-06  3.37611e-07
8  0  10.1348  5.43938  9.27799  6.72173  448.327  24.2029  3264.27  59.7146  472.654  27.2858  177.203  16.545  3.32565  10.6625  6.73061  6.041  15.276  8.6828  27.056  9.83705  0.387765  0.00113131  0.000350292  0.00774487  0.0312851  0.00252189  0.000585259  3.68242e-06  7.28042e-06  2.30664e-05  5.11046e-05
9  0  15.1183  5.67438  9.57876  6.81257  387.715  22.611  3365.46  60.7118  451.05  26.6281  128.617  14.4681  2.29179  11.227  18.3607  7.50167  3.03199  7.34226  0.730215  7.06083  0.410704  0.0016876  0.000361647  0.0066978  0.0322549  0.00240662  0.000424791  2.53764e-06  1.98605e-05  4.57826e-06  1.37926e-06
10  0  7.54787  5.57187  36.0571  8.81795  411.276  23.4232  3281.11  60.2831  573.381  30.1752  497.095  25.9977  5.2747  12.7543  350.286  21.5882  29.0865  10.3538  38.6143  10.8186  0.478146  0.000842543  0.00136134  0.00710482  0.0314465  0.00305933  0.00164179  5.84055e-06  0.0003789  4.392e-05  7.29365e-05
11  0  13.2591  5.68652  21.5007  8.08609  270.22  19.4134  3396.11  60.3842  319.598  23.9157  86.4459  12.6  4.90234  11.4744  8.954  6.57948  1.9574  7.86642  9.72074  9.23459  0.360185  0.00148007  0.000811761  0.00466806  0.0325486  0.00170525  0.000285511  5.42825e-06  9.68542e-06  2.95564e-06  1.8361e-05
12  0  15.4712  5.32136  35.5053  7.61779  134.599  13.8027  3405.25  59.8381  146.32  17.9771  23.8943  8.04671  7.74983  18.1664  19.673  8.37037  37.2406  11.0691  8.45745  9.62133  0.357148  0.001727  0.00134051  0.00232521  0.0326362  0.000780705  7.89174e-05  8.58121e-06  2.128e-05  5.62326e-05  1.59748e-05
13  0  14.2534  5.15308  23.1076  7.21751  46.8484  9.52682  3459.14  60.0299  167.946  18.0556  7.78148  6.82027  4.5907  13.2079  23.0277  7.73811  12.7769  7.68433  3.02149  7.26739  0.378859  0.00159106  0.00087243  0.000809308  0.0331528  0.00089609  2.57004e-05  5.08317e-06  2.49088e-05  1.92928e-05  5.70712e-06
14  0  21.6035  6.37883  58.75  9.71611  46.0726  9.76665  3457.46  60.2735  256.73  21.1612  7.76216  6.63344  0.692712  13.9416  26.2024  8.58064  5.96279  8.34812  4.09559  8.55466  0.342647  0.00241152  0.00221811  0.000795907  0.0331366  0.00136981  2.56366e-05  7.67024e-07  2.83428e-05  9.0037e-06  7.73593e-06
15  0  48.2985  7.9894  85.7469  11.3044  61.1668  11.4954  3389.89  60.1904  509.463  27.6138  10.1042  7.86067  7.23506  11.204  56.2113  10.2647  21.7178  8.33829  12.6304  7.77188  0.366371  0.0053914  0.00323738  0.00105666  0.032489  0.00271829  3.33718e-05  8.01122e-06  6.08031e-05  3.27935e-05  2.38569e-05
