row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  15.468  6.02081  14.6783  6.35295  223.833  17.7589  4132.36  66.3782  368.232  24.8441  7.31561  6.98572  7.3297  12.9732  8.76774  6.62569  17.4446  8.47954  9.44043  7.964  0.390043  0.00172664  0.000554181  0.00386674  0.039605  0.00196474  2.41618e-05  8.116e-06  9.48395e-06  2.6341e-05  1.78315e-05
1  0  14.9433  5.9748  18.8098  7.21009  200.795  17.2048  4181.92  67.1645  377.93  25.5673  7.27471  7.44419  6.31585  12.0855  12.9201  6.77785  13.4935  7.83402  10.7593  7.81037  0.392348  0.00166807  0.000710167  0.00346875  0.0400799  0.00201648  2.40267e-05  6.99339e-06  1.39755e-05  2.03749e-05  2.03226e-05
2  0  5.7673  5.2506  16.5618  6.76137  149.869  14.9033  4074.9  65.6568  325.432  24.1194  86.6488  12.6945  1.86614  17.5927  415.334  22.53  18.3525  8.3007  0.156588  7.68319  0.440652  0.000643785  0.000625291  0.002589  0.0390543  0.00173637  0.000286181  2.06634e-06  0.000449261  2.7712e-05  2.9577e-07
3  0  13.7546  5.68397  4.51684  5.93823  115.902  13.7623  4166.44  66.3169  153.46  18.5007  117.27  13.206  7.7858  14.4137  29.4897  7.77648  7.34822  7.72205  15.3902  8.59779  0.370368  0.00153538  0.000170534  0.00200222  0.0399316  0.000818803  0.000387317  8.62103e-06  3.18986e-05  1.10957e-05  2.90698e-05
4  0  6.993  5.20051  1.02803  5.31361  115.183  13.8717  4249.58  66.9792  261.427  22.0459  16.5304  8.19053  10.3487  17.2871  73.0161  11.3539  11.8817  8.29709  17.6649  9.0544  0.417715  0.000780605  3.88134e-05  0.0019898  0.0407284  0.00139487  5.4596e-05  1.14589e-05  7.89806e-05  1.79412e-05  3.33663e-05
5  0  10.2942  5.40736  20.0301  6.97318  145.236  14.7322  4204.69  66.4583  296.99  23.1052  0.54581  6.79629  1.31183  14.8681  4.30224  6.02779  24.4913  9.17756  5.61723  7.15098  0.375712  0.00114911  0.000756239  0.00250896  0.0402982  0.00158462  1.80268e-06  1.45256e-06  4.65368e-06  3.69814e-05  1.06101e-05
6  0  13.1914  5.17095  23.6553  6.38081  187.769  15.8017  4231.43  67.1631  414.878  25.7691  1.94914  6.76746  8.28855  12.1653  4.6007  5.71118  4.28054  7.20444  4.77485  7.95554  0.37636  0.00147251  0.00089311  0.00324372  0.0405545  0.00221362  6.43756e-06  9.17771e-06  4.97652e-06  6.46353e-06  9.01895e-06
7  0  13.2449  5.90307  23.7213  7.51553  218.187  17.774  4172.43  67.077  739.703  32.6519  11.6804  6.57239  1.76174  10.3826  7.0772  6.23531  13.9132  8.21084  2.30684  7.15301  0.405487  0.00147848  0.0008956  0.00376919  0.039989  0.00394676  3.85777e-05  1.95073e-06  7.65531e-06  2.10086e-05  4.35727e-06
8  0  16.5403  6.42434  30.1044  8.42818  260.471  19.4942  4257.98  68.4399  842.108  35.0321  5.68045  7.99741  3.96197  9.79309  3.62132  5.78246  3.93325  7.36044  3.20546  7.16669  0.443392  0.00184634  0.0011366  0.00449965  0.0408089  0.00449315  1.87612e-05  4.387e-06  3.91713e-06  5.93913e-06  6.05463e-06
9  0  23.9692  6.37896  37.6694  8.01013  271.191  19.274  4238.62  68.0074  740.303  32.7698  3.49844  6.63545  0.368461  9.70762  0.241837  5.85439  4.85552  7.08943  0.123327  6.08072  0.386437  0.0026756  0.00142221  0.00468484  0.0406234  0.00394996  1.15545e-05  4.07988e-07  2.61592e-07  7.33175e-06  2.32945e-07
10  0  10.9349  5.81498  14.362  6.58208  187.736  16.3727  4135.33  66.6773  430.586  26.3208  10.9494  6.60498  1.95091  13.1004  4.30461  5.80283  7.30804  7.84697  0.0804646  7.90946  0.377185  0.00122063  0.00054224  0.00324315  0.0396334  0.00229743  3.61633e-05  2.16019e-06  4.65624e-06  1.1035e-05  1.51985e-07
11  0  16.8581  5.9277  3.81108  6.3855  158.345  15.8071  4216.74  66.9595  350.446  24.8567  0.321965  6.9405  7.13745  12.2524  3.82629  5.7715  7.64753  7.42536  2.66067  6.97969  0.380391  0.00188182  0.000143888  0.00273543  0.0404137  0.00186984  1.06338e-06  7.90313e-06  4.13884e-06  1.15476e-05  5.02559e-06
12  0  15.554  5.82277  23.4894  7.84074  194.723  17.2332  4087.44  66.1336  518.504  27.9417  1.30321  6.41976  10.2064  11.3419  0.974059  5.62283  2.03192  6.85785  2.77167  6.09602  0.392022  0.00173624  0.000886845  0.00336385  0.0391744  0.00276653  4.3042e-06  1.13013e-05  1.05363e-06  3.06817e-06  5.23525e-06
13  0  18.8018  5.93399  18.1287  7.32631  197.732  17.2472  4294.55  68.0952  577.312  30.1195  9.32524  7.03913  1.91692  11.5255  6.81846  6.43304  12.6545  7.90454  3.09966  7.79834  0.411871  0.00209879  0.00068445  0.00341584  0.0411594  0.00308031  3.07991e-05  2.12256e-06  7.37544e-06  1.91081e-05  5.85477e-06
14  0  18.2562  6.53757  21.1005  7.4295  243.409  18.5719  4274.46  67.7425  574.77  29.7433  7.59577  6.46695  7.87466  11.5699  7.69091  6.05439  6.80252  6.73574  3.10451  6.96901  0.441213  0.00203788  0.000796653  0.00420491  0.0409669  0.00306674  2.5087e-05  8.71942e-06  8.31916e-06  1.02717e-05  5.86395e-06
15  0  14.2719  5.62085  30.8461  7.46078  297.669  19.9859  4274.13  67.8152  683.386  31.6748  10.9066  6.6376  3.20846  11.2209  15.2222  7.30816  3.83487  7.72917  7.01165  7.71452  0.402796  0.00159312  0.0011646  0.00514224  0.0409637  0.00364627  3.60219e-05  3.55265e-06  1.64657e-05  5.79058e-06  1.32439e-05
16  0  20.8733  6.33037  16.0559  7.48791  227.46  18.3365  4214.18  67.5847  503.869  29.2352  6.8653  6.89353  3.6117  11.6043  3.03516  5.68135  15.9849  8.62213  3.00334  6.88945  0.414526  0.00233001  0.000606193  0.00392938  0.0403891  0.00268844  2.26745e-05  3.99915e-06  3.28309e-06  2.41369e-05  5.67285e-06
17  0  25.2071  6.4218  22.7856  6.6122  265.761  18.7532  4283.87  67.3505  433.475  26.4517  11.0348  6.32  4.86035  12.0014  4.70449  5.3832  28.8869  9.36769  0.0140635  6.8735  0.411076  0.00281378  0.000860274  0.00459104  0.041057  0.00231285  3.64453e-05  5.38175e-06  5.08878e-06  4.36187e-05  2.65638e-08
18  0  11.142  6.09047  7.9677  6.08684  300.078  20.2408  4368.6  68.727  482.533  27.9619  2.64102  6.82447  2.46076  11.884  6.43544  6.37375  1.5733  7.16953  1.15111  7.86611  0.381135  0.00124374  0.000300821  0.00518387  0.0418691  0.0025746  8.72266e-06  2.72474e-06  6.96113e-06  2.37566e-06  2.17427e-06
19  0  18.7232  5.81484  16.4261  6.29425  124.252  13.6649  4373.6  67.7492  197.471  19.6614  1.20782  5.67193  0.591271  12.4382  6.90449  5.57587  4.11591  6.66609  5.76458  6.16276  0.368009  0.00209  0.000620169  0.00214646  0.0419171  0.00105362  3.98916e-06  6.54701e-07  7.46849e-06  6.21495e-06  1.08884e-05
20  0  11.3345  5.48516  16.0559  7.39526  270.827  19.3434  4293.27  67.4933  478.427  26.8825  2.87721  7.00412  2.59742  11.0785  13.3928  6.57452  9.09694  7.00467  1.91334  6.41516  0.404422  0.00126524  0.000606193  0.00467855  0.0411472  0.00255269  9.50277e-06  2.87606e-06  1.44869e-05  1.37362e-05  3.614e-06
21  0  25.8339  6.46615  25.0293  7.46509  353.99  21.9387  4337.5  68.598  618.506  30.8405  0.889402  7.61434  4.37256  10.76  2.41792  6.03477  11.69  7.34745  3.22212  6.72066  0.407345  0.00288375  0.000944985  0.00611519  0.041571  0.0033001  2.93749e-06  4.84163e-06  2.61544e-06  1.76516e-05  6.08609e-06
22  0  19.1332  5.94541  52.5549  9.28841  259.844  18.7374  4278.96  67.598  468.687  27.5449  5.90267  6.918  0.344055  10.5443  4.17918  5.81018  10.0891  6.85879  7.55764  7.6864  0.419851  0.00213577  0.00198422  0.00448882  0.04101  0.00250073  1.94952e-05  3.80964e-07  4.52056e-06  1.52344e-05  1.42752e-05
23  0  21.4224  6.41951  32.1328  8.50103  178.626  16.6402  4180.05  66.4413  339.898  24.2829  5.37631  6.02811  3.75152  11.5273  5.71468  6.59541  1.23002  6.21619  10.8545  7.82743  0.40294  0.00239131  0.00121318  0.00308578  0.040062  0.00181356  1.77567e-05  4.15397e-06  6.1815e-06  1.85731e-06  2.05025e-05
24  0  26.8936  6.96439  38.3862  8.85453  151.127  15.2797  4384.16  70.159  228.103  21.5138  4.81646  6.85396  8.50616  13.1981  12.6053  6.49011  0.717685  6.50961  0.213976  7.02632  0.392904  0.00300204  0.00144928  0.00261072  0.0420182  0.00121707  1.59077e-05  9.41867e-06  1.3635e-05  1.08369e-06  4.04168e-07
25  0  23.4594  7.04915  34.0329  8.63607  108.438  13.7122  4283.83  67.0998  224.944  20.8623  0.647307  6.86789  4.73044  16.1714  46.936  9.27932  15.8109  8.70784  5.06149  8.73249  0.373985  0.00261869  0.00128491  0.00187327  0.0410567  0.00120021  2.1379e-06  5.2379e-06  5.077e-05  2.38742e-05  9.56038e-06
26  0  91.3064  12.2374  197.842  17.5775  257.006  20.354  4018.33  68.0124  795.801  34.3054  37.5793  10.9568  8.35528  9.77152  26.4112  7.59577  13.4219  7.50483  5.39632  7.62109  0.518826  0.0101922  0.00746956  0.00443979  0.0385121  0.00424608  0.000124116  9.25161e-06  2.85687e-05  2.02668e-05  1.01928e-05
27  0  222.275  17.651  443.013  24.7437  300.377  22.6243  3951.72  68.9706  1678.78  46.8675  64.3413  14.2027  1.53182  8.91279  158.974  14.7581  40.0795  10.2654  96.6845  13.3316  0.47883  0.0248118  0.016726  0.00518903  0.0378737  0.00895729  0.000212504  1.69615e-06  0.00017196  6.05193e-05  0.000182622
28  0  223.97  17.6605  478.281  25.5002  199.121  19.9509  4044.02  67.1243  1386.82  43.0352  31.0617  12.298  2.40548  8.38709  162.926  14.7201  24.8349  8.95744  117.235  14.1456  0.455305  0.025001  0.0180575  0.00343982  0.0387583  0.00739951  0.000102589  2.66353e-06  0.000176235  3.75002e-05  0.00022144
29  0  254.778  18.561  547.807  26.8033  284.18  22.0673  3990.99  66.9244  1849.38  48.6942  47.1719  14.0292  13.2041  9.78638  204.268  17.2973  40.7445  10.8863  177.684  16.9923  0.464841  0.02844  0.0206825  0.00490922  0.0382501  0.00986755  0.000155798  1.46206e-05  0.000220954  6.15235e-05  0.000335618
30  0  205.591  17.6356  421.479  25.004  253.237  22.745  3960.59  67.3347  1535.28  46.8728  158.307  19.6958  8.45778  11.0883  170.422  16.8248  17.1697  10.63  148.412  17.3914  0.557892  0.0229494  0.015913  0.00437469  0.0379587  0.00819162  0.000522852  9.3651e-06  0.000184343  2.5926e-05  0.000280327
31  0  186.007  16.2745  368.264  22.5196  319.783  22.7028  3966.72  66.677  1378.66  43.377  215.95  19.5503  2.09307  10.4945  272.048  18.9522  31.7674  10.0003  176.616  16.4899  0.414928  0.0207633  0.0139039  0.00552426  0.0380175  0.00735596  0.000713233  2.31761e-06  0.000294271  4.79682e-05  0.000333601
32  0  25.031  7.16373  65.8569  10.154  64.8266  10.9427  4171.04  65.8125  173.232  18.8058  18.1354  7.61152  17.8757  16.1996  24.2103  7.89798  13.6429  8.23207  0.78721  8.09359  0.388578  0.00279413  0.00248644  0.00111988  0.0399757  0.000924297  5.9897e-05  1.97934e-05  2.6188e-05  2.06005e-05  1.48692e-06
33  0  18.7763  6.66134  16.1972  7.08902  68.0188  11.2454  4289.86  66.6825  141.805  18.5011  5.25765  5.85104  2.18388  12.6421  12.1209  6.26142  3.70924  7.12099  7.28836  7.86785  0.383136  0.00209594  0.000611529  0.00117503  0.0411145  0.000756613  1.73648e-05  2.41816e-06  1.3111e-05  5.60088e-06  1.37666e-05
34  0  24.7789  7.38265  86.6219  11.7288  143.294  14.8806  4219.82  66.5449  316.857  22.5752  10.4755  7.11442  4.33007  13.709  430.706  22.5843  10.3151  7.87481  17.6336  9.03107  0.387839  0.00276598  0.00327042  0.00247541  0.0404432  0.00169062  3.45982e-05  4.79459e-06  0.000465888  1.55756e-05  3.33071e-05
35  0  10.9371  5.50082  18.4586  6.26479  79.3867  11.1559  4159.39  65.5826  108.23  16.0912  2.86135  5.63665  4.96782  12.483  18.277  6.87576  10.8874  7.29453  21.4742  7.94725  0.375797  0.00122087  0.000696905  0.00137141  0.039864  0.000577471  9.45036e-06  5.50075e-06  1.97699e-05  1.64398e-05  4.05614e-05
36  0  14.5669  5.45988  11.9973  6.63786  115.734  13.4047  4156.37  65.7509  216.677  19.8274  1.47018  6.12293  6.07002  12.7713  11.9032  6.21181  14.8673  7.83927  7.74721  6.51611  0.368942  0.00162605  0.000452959  0.00199932  0.039835  0.0011561  4.85567e-06  6.72119e-06  1.28755e-05  2.24493e-05  1.46333e-05
37  0  26.8157  6.16563  29.6486  7.46808  119.508  13.6808  4094.54  65.8163  250.928  21.2522  0.863568  6.26451  0.2569  11.7923  9.02664  5.91397  7.84723  7.24321  6.23562  7.21857  0.394968  0.00299334  0.00111939  0.00206451  0.0392425  0.00133885  2.85216e-06  2.84459e-07  9.764e-06  1.18492e-05  1.17781e-05
38  0  16.6375  5.50456  24.0399  7.45104  118.71  13.9115  4086.64  65.7107  216.177  20.8691  0.350483  6.33275  2.71775  11.0202  4.68497  5.73608  1.1636  6.36898  3.95119  7.19424  0.393658  0.00185719  0.000907627  0.00205073  0.0391668  0.00115343  1.15756e-06  3.0093e-06  5.06767e-06  1.75702e-06  7.46319e-06
