row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  7.21808  4.67476  13.2339  5.31391  30.4011  7.35516  3723.26  61.4953  3.49337  8.88439  4.00532  5.02554  4.67577  13.3228  3.74778  5.4916  9.8659  7.35097  16.2381  8.27715  0.311518  0.00080573  0.000499648  0.00052518  0.0356841  1.86392e-05  1.32286e-05  5.17737e-06  4.05392e-06  1.48973e-05  3.06713e-05
1  0  8.51835  5.09778  2.86357  4.78155  31.1561  7.91617  3620.29  60.6856  11.7115  9.49281  1.74097  4.95577  3.6334  12.985  2.00835  5.5426  22.8356  9.39266  3.75288  7.17906  0.287617  0.000950875  0.000108114  0.000538223  0.0346972  6.24877e-05  5.75002e-06  4.02318e-06  2.17241e-06  3.44813e-05  7.08861e-06
2  0  7.25898  4.46551  3.51933  4.61149  9.22298  5.49031  3648.9  60.9484  18.4648  10.579  3.32049  5.0198  2.7773  16.9573  9.9053  6.99603  8.05607  8.19871  0.299588  8.04044  0.30816  0.000810295  0.000132873  0.000159327  0.0349715  9.85208e-05  1.09668e-05  3.07524e-06  1.07144e-05  1.21645e-05  5.65875e-07
3  0  5.48591  4.82367  6.782  5.24641  13.6338  5.87019  3671.3  61.1675  27.9804  11.3436  0.322446  5.19591  5.84929  11.7983  1.11913  5.39398  2.03309  6.67192  5.06384  7.5913  0.296692  0.000612374  0.000256055  0.000235525  0.0351862  0.000149292  1.06497e-06  6.47678e-06  1.21055e-06  3.06993e-06  9.56482e-06
4  0  7.16246  4.85248  8.25484  5.23326  19.7689  7.02785  3586.97  60.5839  13.3807  10.128  2.55081  5.03118  11.8517  16.3  4.57289  5.8253  16.2455  8.8982  2.14657  7.47343  0.299624  0.000799521  0.000311663  0.000341509  0.0343778  7.1394e-05  8.42472e-06  1.31231e-05  4.94643e-06  2.45304e-05  4.05454e-06
5  0  5.3964  4.54269  16.7383  6.36268  17.7227  6.54232  3676.02  61.1925  21.764  10.1463  1.7689  5.44464  8.60325  19.6026  6.25998  6.62646  23.5006  9.63163  3.84194  8.55982  0.307961  0.000602382  0.000631955  0.00030616  0.0352313  0.000116124  5.84227e-06  9.52618e-06  6.77134e-06  3.54855e-05  7.25683e-06
6  0  9.29255  5.19522  10.259  5.1232  16.3444  6.37044  3726.55  61.8644  41.131  12.5392  0.23731  5.13747  7.8276  11.8806  2.15298  5.57158  8.25973  7.16162  12.2262  8.10538  0.318433  0.0010373  0.000387331  0.00028235  0.0357156  0.000219458  7.83779e-07  8.66732e-06  2.32885e-06  1.2472e-05  2.30934e-05
7  0  8.57159  4.73651  9.34319  5.4497  39.5229  8.7652  3639.19  61.1188  53.8761  12.3051  1.33055  5.09441  2.82435  12.4971  5.22539  5.73164  26.1442  8.88558  20.811  8.621  0.307388  0.000956818  0.000352753  0.000682761  0.0348784  0.000287461  4.39449e-06  3.12733e-06  5.65224e-06  3.94773e-05  3.93087e-05
8  0  8.98709  4.9865  13.6879  6.06896  53.3728  10.1137  3601.13  61.6541  118.467  16.4066  2.12957  5.30704  6.41086  10.4708  7.45975  6.29241  0.549669  7.12176  5.68508  6.13112  0.320677  0.0010032  0.00051679  0.000922018  0.0345136  0.000632094  7.03346e-06  7.09859e-06  8.06911e-06  8.29991e-07  1.07382e-05
9  0  8.57791  4.88932  32.1739  7.97814  150.731  14.9196  3556.23  61.9178  354.457  24.3017  2.44572  5.90589  0.626887  10.5482  8.58428  6.05365  5.5999  6.99512  4.12158  6.983  0.321241  0.000957524  0.00121473  0.00260389  0.0340833  0.00189124  8.07764e-06  6.94138e-07  9.28551e-06  8.45575e-06  7.78503e-06
