row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq  P-K-mass-fraction  S-K-mass-fraction  Cl-K-mass-fraction  Ar-K-mass-fraction  K-K-mass-fraction  Ca-K-mass-fraction  Mn-K-mass-fraction  Fe-K-mass-fraction  Cu-K-mass-fraction  Zn-K-mass-fraction
0  0  4.15285  4.89553  0.815775  5.5479  170.324  15.5142  5038.01  71.8543  15.812  11.4395  9.80043  5.62431  6.68769  19.601  8.47153  7.5192  33.2703  10.425  6.64612  8.5157  0.392973  0.000463569  3.07997e-05  0.00294236  0.0482848  8.43664e-05  3.23685e-05  7.40513e-06  9.16354e-06  5.02376e-05  1.25535e-05
1  0  4.584  4.90549  0.336967  5.01167  231.723  17.4061  5110.6  72.729  41.4504  14.0764  7.81692  5.68709  11.6038  14.5312  7.0954  6.94546  5.93813  8.45569  19.6846  10.0293  0.364562  0.000511696  1.27222e-05  0.00400302  0.0489805  0.000221163  2.58175e-05  1.28486e-05  7.675e-06  8.96647e-06  3.71811e-05
2  0  4.75966  4.70447  2.74413  5.81888  204.241  16.5539  5125.66  72.4943  15.5821  11.9762  11.5934  5.83431  2.90115  18.8485  5.06473  7.06188  0.601778  8.94472  5.93897  9.2439  0.338108  0.000531305  0.000103605  0.00352827  0.0491248  8.314e-05  3.82903e-05  3.21238e-06  5.47845e-06  9.08674e-07  1.12178e-05
3  0  15.2888  6.11093  0.36901  5.54098  228.504  17.5163  5068.46  72.1772  43.9727  13.1429  1.42504  5.68591  2.3096  16.8873  8.43543  7.05163  4.60936  8.60838  7.95931  8.8737  0.391095  0.00170663  1.3932e-05  0.00394743  0.0485766  0.00023462  4.70658e-06  2.55737e-06  9.1245e-06  6.96005e-06  1.50339e-05
4  0  13.4555  5.72097  6.10816  6.36617  265.741  18.7247  5079.2  72.282  37.2765  13.1004  15.204  6.50083  12.7134  12.5922  12.308  6.83604  10.4981  8.2894  7.4235  8.20522  0.334976  0.00150199  0.000230614  0.00459069  0.0486795  0.000198893  5.02153e-05  1.40773e-05  1.33134e-05  1.58519e-05  1.40218e-05
5  0  7.13254  4.73292  5.73595  5.81533  249.594  18.0572  5172.78  72.8776  62.1992  14.3454  14.579  6.72023  5.24946  13.8521  3.76198  6.47082  4.89813  7.81743  6.80098  8.70533  0.369486  0.000796181  0.000216561  0.00431176  0.0495764  0.00033187  4.8151e-05  5.81261e-06  4.06928e-06  7.39609e-06  1.2846e-05
6  0  0.398407  5.03614  3.18524  5.58543  198.411  16.6243  5238.76  73.3219  40.1714  13.0866  14.1943  6.35646  7.59873  17.8898  12.0615  7.53562  0.509983  8.10658  2.96672  8.64141  0.368948  4.44728e-05  0.000120259  0.00342756  0.0502088  0.000214338  4.68805e-05  8.4139e-06  1.30468e-05  7.70065e-07  5.60367e-06
7  0  5.40845  5.01126  6.92797  5.64499  184.657  15.8138  5198.84  72.8265  24.4303  11.7231  21.1493  6.77781  3.4163  17.9878  10.9396  7.44568  19.2806  10.0372  3.43739  7.93217  0.348034  0.000603727  0.000261566  0.00318996  0.0498262  0.000130351  6.98513e-05  3.78279e-06  1.18332e-05  2.91133e-05  6.49271e-06
8  0  10.6504  5.5953  1.44516  6.30615  181.223  16.1805  5123.75  72.5171  32.8928  12.7998  19.7484  6.62757  8.95288  16.9768  39.1777  9.77767  7.45468  8.62823  22.0784  10.579  0.402287  0.00118886  5.45621e-05  0.00313065  0.0491065  0.000175503  6.52243e-05  9.91332e-06  4.2378e-05  1.12564e-05  4.17027e-05
9  0  14.9116  6.61715  27.2875  9.06456  263.674  19.5978  5136.86  72.9208  86.7187  16.4508  69.7604  10.7707  2.92653  13.3057  78.1168  11.7816  1.49175  7.79747  0.861285  7.88701  0.404948  0.00166453  0.00103024  0.00455498  0.0492322  0.000462696  0.000230402  3.24048e-06  8.44978e-05  2.25251e-06  1.62683e-06
