row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq
0  0  14.7262  12.2942  71.3263  16.1681  820.695  33.8907  25249.6  161.964  1153.96  47.2055  55.3444  15.85  8.1105  52.128  41.4813  20.1484  39.3812  24.2251  31.3345  23.8521  1.22236
1  0  26.45  12.8523  59.0864  15.452  498.413  27.6292  25072.5  160.338  657.838  39.3543  5.74935  12.8516  37.1255  41.4528  61.7781  19.214  30.5759  21.3334  5.50724  20.2824  1.2789
2  0  13.1096  12.0821  121.691  17.8096  569.266  29.0162  25267.3  161.676  966.691  43.7949  15.7333  13.8307  0.53489  48.8744  264.173  26.2214  68.1999  23.543  5.03054  21.6875  1.32285
3  0  379.239  28.5363  1706.94  49.6255  2487.33  59.104  24063.9  162.496  7946.69  101.747  531.532  36.438  7.54333  29.3203  579.285  34.2148  64.855  23.2503  360.136  30.9414  1.22019
4  0  417.496  30.2116  2301.35  56.7307  2929.8  64.2738  23982.9  163.155  10554.6  115.395  754.692  40.9217  13.8654  27.6494  674.441  36.2293  39.0295  23.7078  707.448  38.2507  1.15662
5  0  150.223  20.3736  725.862  34.035  1446.65  45.257  24474.9  161.281  3250.91  69.4376  268.466  25.5015  30.4797  38.3606  746.072  35.5824  2.20355  20.911  77.5411  23.3642  1.08563
6  0  152.072  20.2234  547.217  31.0055  1453.4  45.337  24632.6  161.535  3266.28  69.7063  141.343  23.1699  48.7905  40.3743  605.652  34.1134  89.4148  23.6577  46.7072  23.1073  1.18339
7  0  62.6753  14.6763  165.822  19.7473  621.069  30.4272  25208.8  162.207  1504.55  50.9893  114.326  18.5434  21.5286  42.4978  344.942  26.7808  66.3642  22.4891  12.0631  19.9156  1.26161
8  0  242.812  23.3326  745.436  35.4326  2120.15  53.7447  24484.3  162.287  5609.11  87.0243  429.512  31.6041  26.0893  36.5827  2267.22  56.1197  7.62113  22.627  23.5466  23.2101  1.04895
9  0  76.3324  15.4187  184.693  20.2225  762.751  33.182  25139.5  161.812  1566.55  52.3431  93.2594  18.0365  45.5867  48.7657  602.597  33.7993  0.205457  23.2233  9.67958  23.3308  1.20039
10  0  33.7367  13.3917  114.497  17.4906  438.369  26.2006  25256  161.659  614.541  38.3369  80.2201  15.026  23.7273  51.508  388.047  29.2813  73.5739  24.1168  23.2429  20.4852  1.30273
11  0  236.359  23.3127  848.716  37.1555  2320.08  56.0032  24658.9  163.334  6953.44  95.7894  607.942  36.6927  15.4522  35.106  5520.11  81.5443  90.164  25.0434  148.028  26.2022  1.20296
12  0  288.816  25.2809  618.185  33.6662  2039.7  52.9739  24548.5  162.824  5866.31  88.9031  335.137  30.8809  56.753  37.1933  1404.73  46.7508  64.1137  23.4865  103.684  24.6649  1.20806
13  0  514.412  31.5824  929.329  41.1128  3641.62  69.4082  24261.4  164.188  12159.4  123.213  903.008  45.5467  12.6158  31.3833  6770.27  90.8707  80.757  26.405  356.004  31.4271  1.27777
14  0  388.687  28.7783  921.635  40.5229  4108.83  72.6517  24527.3  164.277  9975.05  112.049  410.71  35.4034  25.0031  33.7905  4320.98  74.6611  85.8196  25.3883  138.989  26.3936  1.08543
15  0  36.0403  14.4422  101.014  18.2288  806.44  33.8664  25489.5  162.43  1326.08  49.6499  2.57764  10.612  15.6761  36.7223  100.441  21.1343  0.762643  18.6287  21.4533  19.885  1.15182
16  0  38.0984  14.8221  140.073  20.2178  1166.91  39.8341  24817  161.613  2287.58  59.5125  2.86844  14.6444  8.32293  43.3064  842.71  37.6549  52.0017  22.8921  32.041  22.4557  1.14179
17  0  5.45012  12.1622  82.8801  16.7975  760.712  32.8535  25503.7  162.121  1071.74  45.3224  0.391437  12.0404  29.4235  38.9536  82.156  19.3392  96.5502  22.7017  40.8846  20.6447  1.31732
18  0  108.62  18.3851  274.429  24.9022  2265.28  53.8382  25095.8  164.584  4729.98  80.6211  77.2769  21.8292  43.8889  32.2237  227.419  25.107  1.18678  20.3006  15.5562  19.9238  1.13367
19  0  92.0571  17.598  145.608  21.4187  1972.59  50.3621  25058.7  163.796  3949.93  75.61  69.7266  19.8232  13.9116  34.465  133.117  22.3962  75.0169  23.4706  17.9946  20.1413  1.11233
20  0  154.532  21.5588  408.795  29.8827  3219.91  64.7912  24788.3  163.969  7566.14  98.7204  129.028  27.1597  32.3197  32.3008  598.965  34.3785  10.7552  21.4331  29.198  22.8208  1.13636
21  0  148.407  19.7211  196.637  23.2531  2883.53  60.1963  24761.2  163.885  5858.27  88.5911  149.427  24.7165  5.80362  30.7776  332.737  28.6983  51.0062  22.4167  15.2214  20.2257  1.21507
22  0  39.1684  15.0757  118.969  20.347  2341.99  54.4466  25242.2  163.649  4292.41  77.028  47.8366  19.7818  46.3901  35.3742  282.238  26.4709  34.9099  22.6474  11.7685  21.5789  1.18581
23  0  83.5547  15.5897  133.072  19.0136  1788.69  47.8703  25386.9  163.816  3178.61  68.1747  70.1284  18.8331  19.7834  33.5006  168.428  22.6656  7.11746  20.167  32.009  19.1102  1.24179
24  0  125.727  20.4459  410.012  29.5761  3658.61  67.4859  24800.6  163.975  7749.18  99.4148  94.956  25.4922  4.01137  35.5246  3829.39  70.2692  39.0104  24.6435  3.17808  23.8185  1.10275
25  0  176.213  23.679  505.194  33.2771  4149.01  72.3365  24584  164.607  9079.06  107.232  160.803  28.5589  35.0834  28.4777  611.568  35.3599  77.9899  23.9667  51.0824  22.9111  1.14884
26  0  97.2645  17.9441  350.615  25.7968  910.692  36.4805  25674  164.154  1912.82  56.3982  109.452  19.1607  18.3481  46.7657  374.759  29.7292  44.1765  23.2153  0.505389  22.097  1.31589
27  0  334.688  30.3529  1967.45  55.0394  5923.88  87.0829  23760.2  164.178  14231.9  132.788  1050.59  49.1956  9.38892  24.4608  22399  156.212  43.7433  30.1398  552.357  38.8751  1.36369
28  0  411.443  29.4854  1679.74  49.853  3604.1  69.2249  24142.5  163.922  8727.04  106.866  1170.84  46.8611  15.543  32.5271  2404.76  57.2848  235.339  28.9145  306.528  30.6528  1.18185
29  0  174.546  20.8056  697.449  34.1579  2494.32  57.0161  25025.1  163.898  4710.43  81.6869  640.173  35.5473  49.005  37.2917  2737.82  60.3275  121.77  25.3627  141.007  25.9604  1.19652
30  0  30.6576  14.8555  118.255  19.6784  2000.72  50.4553  24682  162.054  3605.78  72.6596  154.603  21.942  28.8747  33.0639  122.245  22.0067  27.0159  21.9027  30.4081  21.898  1.1873
31  0  27.3683  13.0422  96.8322  16.8358  431.965  25.9314  25374.8  161.158  385.763  33.5596  64.1652  13.4207  17.5787  35.2714  54.6449  18.3132  58.7009  21.2125  2.68753  18.641  1.22756
32  0  92.5696  16.6267  371.565  25.6057  899.792  36.6084  25137  162.021  1578.37  52.325  178.79  21.0898  31.1625  41.1202  342.825  27.4563  43.4267  21.7671  10.0652  20.6141  1.39902
33  0  50.0941  15.1315  233.469  22.4287  1588.04  45.1607  25005.9  161.861  1259.94  49.254  443.009  27.719  24.6868  38.9537  217.569  25.2639  7.95778  20.5139  21.3625  19.1301  1.4038
34  0  469.023  30.3848  1756.18  50.235  2355.78  57.9179  23948  161.926  7171.08  97.4489  631.051  37.2245  35.7891  33.2917  641.655  35.1361  77.4529  24.4302  406.35  32.9875  1.13305
35  0  391.369  28.103  1496.58  47.9279  1760.8  51.4119  24562.6  163.403  6922.4  95.8895  592.481  35.5595  10.4873  33.1838  589.476  33.976  45.537  23.237  423.354  31.9083  1.16312
36  0  97.7321  16.1386  256.154  22.2256  643.478  31.2199  24890.2  160.576  1348.02  48.4742  53.9853  15.4911  11.6582  41.0345  630.001  33.9393  5.04543  20.1845  15.1402  19.7761  1.25857
37  0  47.3931  13.0272  109.747  16.4259  339.847  23.7047  25415.7  161.391  530.89  36.4447  13.6065  11.4826  37.8912  55.2727  120.748  22.4585  61.169  24.57  18.4249  22.4004  1.20316
38  0  139.604  18.7894  316.326  25.1423  1108.53  39.9615  24816.8  162.108  3106.39  67.355  133.036  21.2973  28.9895  45.3344  1487.29  46.503  91.339  23.7282  45.4222  22.7801  1.17535
39  0  99.0379  17.379  259.951  23.0428  674.876  32.4073  25019  161.579  1721.09  53.9052  110.486  18.8301  12.0414  39.7581  531.756  32.2379  35.9524  21.1206  20.3128  18.813  1.10681
40  0  315.124  24.9061  658.36  33.7503  1683.26  48.5637  24725.5  162.853  4895.58  82.2209  408.969  31.0667  26.0413  37.7537  799.91  37.5826  24.5161  21.5436  66.9357  22.9664  1.28106
41  0  106.237  17.0834  253.246  22.4614  670.211  31.6466  25160.5  161.75  1535.9  51.8087  114.384  18.3009  1.91169  44.2796  607.44  33.661  19.5594  20.6365  18.1061  19.8158  1.27464
42  0  2224.94  56.4901  2781.94  65.3647  5213.33  85.4209  22857.6  163.442  23077.7  166.379  2341.58  67.4872  3.6638  27.1049  9892.45  109.402  91.2948  27.7917  724.808  39.6168  1.2092
43  0  51.6997  14.1004  149.923  18.9395  540.213  28.6252  25722.5  162.655  1048.87  44.0054  63.816  14.6246  70.1042  39.6237  669.185  35.0794  44.2026  22.2551  20.016  19.3122  1.1906
44  0  55.027  15.4682  194.985  21.0162  915.611  35.9783  25576.3  163.176  1884.67  55.4044  45.6978  16.6156  54.6081  45.8701  2101.75  54.0416  47.2992  23.4659  15.2206  22.0782  1.23228
45  0  334.958  27.9571  1371.68  46.8204  4914.94  79.0344  24309.4  164.402  12822.3  125.157  313.548  36.1004  41.7367  27.0241  12408.9  118.338  41.1031  26.1436  219.732  29.915  1.28198
46  0  199.912  22.9758  674.857  34.634  3302.99  65.0043  24411.2  162.844  8099.51  101.282  157.671  26.8  32.5354  32.9559  5388.96  81.001  52.9755  24.2392  82.8302  24.0595  1.27635
47  0  118.522  18.6496  187.916  22.2752  1602.3  45.9341  25443.4  164.817  3311.28  69.1898  83.6414  20.3648  87.4967  37.3228  412.463  29.1163  4.26273  20.3032  3.6484  19.7567  1.12797
48  0  28.3164  15.3083  28.3082  19.1942  1115.81  40.433  24718  161.728  2668.56  63.5887  59.9516  20.2429  65.5135  40.7672  2201.96  54.5382  11.3312  21.9227  8.57347  21.2044  2.26954
49  0  107.553  18.7568  248.861  24.5963  2354.89  54.7669  24849.9  163.081  5156.99  83.6141  72.7698  22.1805  79.9346  38.4744  389.808  30.9308  51.5759  23.5123  36.1426  21.322  1.20595
50  0  136.815  20.3994  307.909  26.6035  2349.05  55.0125  25058.3  163.816  5447.35  85.3329  72.7254  22.7622  41.7676  32.9752  549.964  33.7492  18.0689  21.289  16.6023  19.9462  1.07711
51  0  26.2944  13.257  110.413  18.085  1274.35  41.2749  25394.2  163.024  2097.01  58.4523  21.4962  15.3757  21.3736  34.3506  196.916  23.4137  12.9494  19.7501  17.1822  19.105  1.16758
52  0  124.924  18.5243  361.136  26.9822  2982.8  60.9032  24928.3  163.395  6200.85  89.96  23.3237  22.5469  35.6522  34.7342  3221.84  65.1064  50.5441  24.3329  5.36495  22.3059  1.12685
