row  column  P-K  s(P-K)  S-K  s(S-K)  Cl-K  s(Cl-K)  Ar-K  s(Ar-K)  K-K  s(K-K)  Ca-K  s(Ca-K)  Mn-K  s(Mn-K)  Fe-K  s(Fe-K)  Cu-K  s(Cu-K)  Zn-K  s(Zn-K)  chisq
0  0  22.4609  12.723  72.2047  15.2466  245.378  20.7208  26472.8  163.815  130.6  25.6124  19.1526  10.3037  23.4819  38.6479  69.2758  19.1733  85.5183  22.4703  10.4072  19.1908  1.19049
1  0  7.63538  11.9383  36.4658  13.4381  263.452  20.9874  26250.3  163.255  98.9894  24.9304  39.5361  10.5148  16.8638  46.7679  49.3555  19.1501  35.2366  22.1916  0.584201  20.4582  1.09149
2  0  28.9003  12.4618  83.8229  15.2646  290.12  21.8971  26865.2  164.949  100.209  24.9564  17.4768  9.91214  52.0024  37.23  36.3082  17.9306  24.2194  20.6834  12.5887  19.8484  1.22107
3  0  43.251  12.8123  89.1795  15.263  336.37  23.142  26546.1  164.54  48.8103  23.2816  251.055  20.1104  36.5296  37.3816  75.4171  19.4341  45.6441  20.4586  7.72844  18.9583  1.45834
4  0  3.16321  11.9243  64.7335  15.0145  284.399  21.8951  27041.6  165.44  66.2665  24.4232  33.865  10.9868  18.555  35.8061  74.1659  19.4037  110.612  23.2858  2.00313  19.0343  1.20527
5  0  47.4313  14.2403  77.2937  15.897  262.372  21.534  27588.7  167.469  165.973  28.6695  17.8019  10.3105  31.2379  36.4536  24.605  17.5226  44.3503  20.767  9.26015  19.3866  1.22965
6  0  35.379  12.9591  84.4585  15.9247  323.201  22.8435  27152.8  169.249  134.786  25.0535  12.3611  9.14041  15.9096  34.8452  59.4643  18.745  69.6945  21.5758  10.8807  19.3667  1.30308
7  0  7.29695  12.2423  87.8499  15.9897  356.008  23.7468  27878.2  172.467  237.597  28.8262  68.3234  12.3649  30.62  56.1228  63.2026  20.5192  86.3222  24.1644  43.6998  21.6559  1.29726
8  0  56.4283  14.3475  112.535  17.1911  309.695  22.7375  27592.1  168.139  243.023  30.7055  19.5314  11.6978  53.4899  40.7209  55.5744  18.8866  0.267968  19.9748  9.04918  20.9651  1.33226
9  0  775.636  36.5738  2204.06  55.9042  3787.65  71.2523  26570.9  170.803  6202.08  93.4201  566.183  37.3926  7.62726  33.5712  3530.87  66.8823  118.472  26.0972  181.193  27.4975  1.15778
10  0  242.748  22.2146  416.302  27.4241  872.526  36.1295  28099.5  170.944  1310.46  49.8402  157.707  19.8304  8.74919  43.0909  324.973  27.8846  33.3448  21.7236  6.00975  20.7052  1.21218
11  0  1927.67  53.5745  3562.59  71.1325  6005.16  89.9029  25716.9  171.612  11709.3  124.515  1838.4  59.3445  61.8544  30.3105  3320.99  66.0273  143.918  28.4876  1405.93  48.7922  1.27804
12  0  1833.38  52.426  3361.54  70.3117  6492.55  92.8847  26318.1  173.798  15867.6  141.33  1131.27  53.1748  3.22567  29.9249  5850.12  86.1648  146.546  29.1673  633.509  37.7936  1.12477
13  0  827.08  35.6114  1289.66  44.1125  1907.37  52.4307  27535.2  172.056  4225.37  79.3177  438.372  32.4791  25.7208  40.1069  1990.33  52.7174  94.0083  25.5385  174.501  27.616  1.26089
14  0  578.245  31.363  889.027  38.3038  2029.58  53.3701  27869.4  173.006  4550.09  80.9799  298.079  28.5849  33.8479  39.7676  921.615  39.5182  14.3477  22.3915  112.017  24.8073  1.13729
15  0  832.621  37.0139  1472.55  47.9287  3475.77  68.4991  27493.2  173.685  8374.77  105.313  479.478  36.213  51.1862  33.8315  868.401  39.2403  97.6222  26.0204  167.797  27.8123  1.27005
16  0  38.1851  14.3555  123.308  18.198  318.603  23.7502  29794.1  174.095  228.737  31.1274  7.84468  11.2395  51.7703  52.4528  44.6353  19.9845  66.2942  23.9395  13.911  22.2491  1.23951
17  0  79.0157  15.7631  167.961  19.5348  435.397  26.5095  29395.8  173.467  450.981  36.2977  33.7324  13.585  47.9096  49.9296  87.0535  21.2879  101.359  24.5407  36.7809  22.7945  1.16455
18  0  1226.7  46.2736  2506.94  62.5561  7420.25  97.7902  26922  175.715  17102.8  145.633  827.188  49.1256  58.9286  28.3713  2603.65  61.8068  106.763  26.9773  480.044  35.1365  1.24998
19  0  6.99255  12.7017  55.7231  15.2386  334.658  23.3139  29454.8  172.713  123.535  27.2646  7.84793  9.35251  7.54089  57.9883  31.8143  20.2328  77.7917  24.8531  1.17741  22.2732  1.36783
20  0  42.4911  14.0877  97.8639  16.7664  277.235  22.1376  29429.3  172.802  195.902  29.707  38.6654  12.0806  20.9275  48.244  46.8191  19.7887  49.0372  22.8058  12.4763  20.8285  1.31882
21  0  16.9088  12.4951  52.6385  14.9484  313.078  22.6446  29611.4  173.193  142.183  27.6103  41.0072  11.4408  22.6113  53.0775  15.0551  18.9742  34.3496  23.5342  8.54983  22.9669  1.23162
22  0  15.4335  13.577  79.7935  16.3996  280.945  22.2373  29603.3  173.165  141.995  27.7514  45.8367  11.0062  49.9839  38.6681  1.87314  17.0987  16.6414  20.5166  30.0923  20.3049  1.20859
23  0  24.6218  13.3264  88.3672  16.1462  287.483  22.1072  29771.4  173.837  150.096  29.1844  1.34721  9.86615  40.2368  43.7665  71.4685  19.7542  40.3757  21.5623  23.977  21.4426  1.34367
24  0  20.6832  12.8257  81.668  16.2516  299.977  22.5952  29702.4  173.857  213.569  29.5143  336.641  22.3767  17.8305  37.6357  130.921  20.852  113.297  23.8144  0.320089  18.6141  1.29942
25  0  22.9031  12.5068  103.402  16.2962  293.224  22.057  29775.6  173.923  108.998  26.392  50.415  11.9867  111.384  39.0773  55.2213  19.3987  39.2206  21.6403  1.50062  20.7112  1.40714
26  0  25.552  12.9767  49.9008  14.5169  272.645  21.4994  29457.7  172.646  104.618  25.3227  63.0345  11.8866  101.084  38.8064  38.6061  18.9797  108.768  24.1437  41.9855  18.7203  1.42199
27  0  10.3409  11.1746  83.0574  14.7921  274.296  21.0853  29715.3  173.161  120.464  25.0397  76.5846  12.9895  0.086577  59.566  77.446  22.4668  42.8401  25.4926  3.54969  23.1609  1.32304
28  0  6.78467  10.9928  74.1779  14.5818  260.619  20.676  26586  163.917  91.9658  23.7862  59.7608  11.1104  43.4871  55.4567  55.5942  20.2734  48.3655  25.0169  17.8458  23.3824  1.32744
29  0  22.0296  12.5923  68.7273  15.5043  317.491  23.0173  26753.7  165.172  310.945  32.1033  121.704  16.0786  18.2443  39.3309  75.3965  19.5446  2.62479  19.8326  10.1091  19.7355  1.22166
30  0  15.6626  12.9617  69.4072  15.5499  259.806  21.5318  26854.4  165.247  162.24  27.5462  38.2995  11.9751  33.1095  35.5022  82.8907  19.269  39.4403  20.9953  7.64263  19.3909  1.24144
31  0  49.3331  13.2854  88.2203  15.4908  274.174  21.1629  26465.2  163.815  107.089  25.0039  50.9202  11.8088  93.3223  39.9002  28.5571  17.3055  52.7505  21.4047  17.5701  19.7148  1.31943
32  0  6.22701  11.8487  77.981  15.6515  383.935  24.5494  27442.9  171.032  207.534  28.1212  14.2344  10.027  23.5279  37.7195  69.494  18.8558  21.9426  19.9398  0.055365  18.5507  1.22941
33  0  0.758243  11.5764  75.6171  15.4464  284.987  21.8187  27311.9  166.34  201.723  27.3672  50.3603  10.6722  7.36581  46.3683  3.00066  17.5346  8.40917  21.0328  40.5352  19.2116  1.24807
34  0  28.5721  13.0215  105.851  16.5629  353.131  24.1876  27513.4  167.189  279.299  31.5102  48.7423  11.4247  48.1076  39.3453  58.8636  18.2506  14.0036  20.4004  2.8646  19.2857  1.22878
35  0  44.1856  14.4559  70.2786  16.2716  396.803  25.3819  27898.8  170.526  288.221  31.9053  59.9407  13.8562  26.526  47.5687  49.503  19.7894  108.576  24.6841  31.1945  19.6334  1.24233
36  0  41.5521  13.1793  93.4175  16.0169  370.89  24.1249  27574  167.497  296.53  31.6403  12.273  10.8856  64.1488  46.8464  46.3401  19.0946  57.0799  23.7253  8.59932  22.7282  1.14865
37  0  127.904  17.9887  288.978  23.5637  595.63  30.3023  28125  170.411  828.997  42.734  82.5273  15.9539  26.8063  49.7999  254.465  25.4187  77.5316  23.7272  0.732108  20.8006  1.29027
38  0  505.403  30.8016  1195.75  43.4072  2438.29  58.2116  27509.1  172.273  4267.79  81.4221  1060.65  42.4033  23.9705  37.6325  2214.11  53.8606  108.652  24.7309  341.964  30.2244  1.264
39  0  2816.71  66.5792  5468.77  89.5652  12122.7  126.198  24326.8  173.786  34067.5  202.148  2668.44  78.9768  17.3092  32.1272  10082.9  112.292  361.263  36.6168  1823.71  55.6712  1.32522
40  0  108.118  17.387  193.597  21.0451  565.889  30.0467  28734.9  172.573  998.884  45.5683  95.9074  16.7104  1.13112  47.7397  157.17  23.1061  53.5414  22.7754  7.96107  20.4197  1.30532
41  0  1963.21  54.6055  4061.65  75.4231  5986.51  90.4232  25380.2  171.329  15551.7  140.409  2136.38  62.9833  34.4502  29.4125  9374.34  105.206  268.411  32.7498  1560.67  51.0753  1.20568
42  0  977.098  40.8863  1514.98  51.0239  5587.37  85.1497  27352.6  175.273  13159.7  128.794  562.014  41.8447  22.0502  33.3216  2161.42  57.4277  86.5962  26.2398  297.503  31.1703  1.14442
43  0  625.594  36.0936  1632.11  52.1763  5563.95  85.1211  27458.8  175.777  13500.9  130.156  539.684  40.9384  17.2357  31.4078  1864.98  53.8177  124.664  26.2785  154.664  27.4155  1.15093
44  0  1000.69  41.1123  1898.06  54.8624  5063  81.9489  27024.5  174.38  14023.7  132.801  949.004  48.516  10.4449  31.9974  4507.7  77.0535  146.726  28.4056  438.336  34.4382  1.19916
45  0  24.3854  13.4146  107.201  17.2854  456.117  26.8238  29723.5  177.701  412.762  34.6858  13.403  11.3853  50.9688  43.8751  51.7786  19.8901  19.0486  22.3397  5.02915  21.6929  1.24025
46  0  417.045  27.9237  656.657  34.7937  2257.91  55.4822  28742.3  175.444  4870.65  84.9563  196.31  26.478  14.7528  33.4206  500.276  31.4486  25.4452  21.4696  129.078  24.0268  1.13051
47  0  896.5  40.3835  1870.96  55.5382  6428.56  91.5436  27276.6  175.951  16342.7  142.209  612.726  45.9292  28.6575  32.1824  2331.3  60.3373  114.915  28.0441  392.315  33.9173  1.09603
48  0  27.9073  14.2921  86.2471  16.5754  390.923  25.0475  29448.5  174.014  266.561  30.6404  36.1243  10.9699  78.6547  37.7346  17.1474  17.0722  79.6591  22.0365  12.2291  19.3476  1.17672
49  0  28.9978  13.3961  57.1274  15.5064  325.612  23.542  29771.7  174.095  196.379  29.3551  2.59803  9.99605  25.7508  50.9243  31.7598  19.647  78.7819  24.222  18.0303  21.0832  1.15583
50  0  6.40551  12.812  89.3721  16.43  271.065  21.9261  29493.4  172.846  97.4302  25.7278  35.8562  10.9192  12.1191  37.068  45.6856  18.7697  75.3884  22.1527  0.753921  18.6472  1.18478
51  0  45.8581  14.414  88.1285  16.3241  324.154  23.0629  29880.2  174.231  171.388  28.8557  8.58111  9.71381  44.1279  38.8743  54.0813  19.256  48.6683  21.2125  24.9035  19.1449  1.2633
52  0  22.9068  13.0224  57.2967  14.8083  338.486  23.5149  29719.9  173.623  189.384  28.9501  25.1205  10.9733  37.5886  43.7748  40.9089  18.3515  63.7601  22.1413  1.63766  18.6801  1.23088
53  0  17.9782  13.3266  70.0134  15.5168  345.758  23.7315  29691.4  173.604  253.989  29.7908  72.064  12.8621  17.2071  41.932  33.6686  18.1901  49.895  22.0694  19.8005  19.1877  1.27074
54  0  0.00340528  12.3646  56.785  15.5134  302.019  22.8518  29504.9  177.564  88.5291  24.9629  16.3029  10.2445  47.6988  39.3698  50.7994  18.6389  84.7975  21.5179  1.56931  18.7888  1.38259
55  0  14.2849  12.7248  58.8533  15.6197  340.407  23.9064  30083.4  174.907  251.772  30.4733  45.2255  11.8837  0.161827  43.4483  83.7877  20.7081  108.532  23.8148  12.754  20.3863  1.35669
56  0  4.15236  11.6177  63.9509  14.5997  283.678  21.6721  26349.5  163.381  124.874  25.9062  61.5491  12.7463  120.063  41.1866  49.1985  18.6969  60.1295  21.8332  19.8482  18.5756  1.17807
57  0  26.6961  13.1615  67.7606  14.9852  300.851  22.2695  26959.6  165.111  113.635  25.5964  111.561  15.0374  15.8818  37.3929  29.7391  17.2885  39.1895  20.8066  2.66637  17.6236  1.37969
58  0  24.1317  11.8688  86.1737  15.2362  238.835  20.2255  26963.7  165.167  48.319  23.0894  205.051  17.8628  20.919  61.7551  70.465  22.0862  118.729  26.5657  69.055  25.0019  1.26244
59  0  29.2613  13.3832  102.855  16.6718  310.126  22.5231  27208.9  166.123  141.528  26.5322  20.565  10.5571  29.3864  37.9176  25.425  16.3729  61.499  21.4764  37.0307  18.052  1.25731
60  0  26.3213  12.529  97.1197  16.0361  316.697  22.5072  27210.6  166.497  228.561  28.9104  53.7806  12.0255  44.9868  42.0661  16.7135  16.6807  91.6173  23.5381  35.6107  21.0829  1.28144
61  0  35.5177  13.4651  41.0855  14.0986  318.244  23.095  27797.6  168.191  286.394  30.429  31.0706  11.3339  63.757  33.0213  57.2302  17.9884  15.0256  19.2401  26.6782  18.394  1.33418
62  0  14.7992  13.2604  71.3193  16.18  308.327  23.1833  27628.8  167.746  230.945  29.6632  15.1418  10.8253  9.42186  39.6389  15.5601  16.7421  37.1244  20.8483  5.9692  20.094  1.21281
63  0  50.8369  13.6367  54.1241  14.4567  303.423  22.3904  27220  166.544  180.342  28.7228  16.3051  11.0838  36.6039  48.9848  16.7427  19.1742  39.3485  23.2761  23.0438  21.2726  1.24802
64  0  21.8405  12.23  108.921  16.4852  358.941  23.933  28142.5  169.006  298.559  30.8512  65.1061  13.3246  97.2285  42.1219  73.714  20.4667  21.1145  20.6788  15.4341  21.0636  1.33493
65  0  26.7358  13.5739  124.154  18.7933  494.593  28.0394  28116.8  169.773  531.625  37.3669  24.4  12.4283  30.1224  39.0147  101.53  19.9289  53.359  21.0327  12.5915  19.4764  1.2462
66  0  20.803  13.2498  77.4202  16.4936  372.034  24.9157  28017.9  170.398  363.227  34.2584  52.3072  13.9448  28.7911  45.0067  50.197  19.2433  5.5165  21.3154  15.3342  20.5784  1.24838
67  0  47.8625  14.0365  116.438  17.7173  432.477  26.4215  28538.4  170.812  422.822  35.2492  15.6259  11.6133  7.54573  38.9078  108.272  20.8815  47.4993  20.9852  7.83798  18.8985  1.28336
68  0  85.3715  16.6767  179.037  20.6613  496.834  28.9309  28509.2  171.127  767.765  41.5232  26.0206  13.392  52.4724  41.4458  126.706  21.9582  60.3936  21.424  17.4307  20.1237  1.11592
69  0  59.3429  15.2739  138.475  18.7433  510.683  27.9439  28986.9  173.593  743.9  40.6704  69.5428  14.7559  38.7505  38.6725  100.574  19.9523  21.8441  20.027  20.673  18.1851  1.17323
70  0  576.901  32.3279  1152.74  42.8395  2031.78  54.2128  27863.5  173.489  6666.58  94.9334  721.616  38.414  37.0519  38.4875  3169.9  64.5398  79.6391  25.0466  524.453  34.5081  1.12864
71  0  113.367  18.1555  250.366  23.1839  852.025  36.0598  29130.5  174.02  1544.28  52.9965  93.1566  17.8841  29.9921  37.2935  150.414  22.2752  19.0373  20.5025  5.60491  19.556  1.07716
72  0  883.027  39.2199  1545.47  50.4565  4892.24  79.9601  27394.6  174.775  11943.6  124.638  509.904  40.2264  15.2867  30.6128  2376.56  56.6643  104.515  26.5197  347.412  31.7456  1.28132
73  0  342.084  26.9662  632.378  34.6682  2489.43  57.9222  28933.3  176.435  6048.96  91.3831  245.442  27.9312  19.2653  33.8044  459.312  31.4239  37.9314  22.1472  118.197  24.2726  1.18136
74  0  896.339  39.2027  1379.48  48.8635  4626.88  78.4544  27514.1  175.049  11564.4  121.239  641.104  40.4169  14.5183  33.3515  2641.64  61.5519  82.7606  25.6318  214.747  29.0612  1.11517
75  0  797.735  38.4747  1996.35  56.0497  6355.72  90.3205  27920.6  177.444  15967  140.382  616.367  43.7147  21.5514  31.0801  1150.81  46.173  125.557  27.4228  371.44  32.899  1.22152
76  0  64.1076  14.8028  113.105  17.5159  381.587  25.0269  29636.8  173.886  410.218  35.0077  18.5938  11.9302  5.92748  41.2697  57.4057  19.351  61.7301  21.687  0.668826  19.7716  1.38606
77  0  647.243  35.2431  1366.4  47.9211  4951.12  80.1441  28107.1  176.53  11334.7  121.321  464.399  38.8936  18.9156  31.2025  1127.13  43.0517  85.7938  25.1224  299.47  30.3354  1.28093
78  0  51.4197  14.6383  93.3438  16.6088  354.978  23.9866  29795.8  180.252  234.735  29.3402  24.6738  10.5316  52.1737  41.6719  47.8721  18.425  62.9793  21.5625  19.6555  20.1275  1.23934
79  0  0.272746  13.0085  82.6786  16.7448  366.569  24.6159  29857.9  174.19  210.215  30.0701  34.3156  11.2302  28.0363  42.5073  41.1326  18.2893  68.1773  22.5197  1.09169  19.8485  1.23459
80  0  10.6938  13.2108  62.9215  15.5568  331.022  23.8835  29668.1  173.396  140.365  26.9738  188.723  17.4336  37.2149  42.7878  23.9257  17.6638  10.5928  20.7248  7.16029  20.2018  1.23193
81  0  0.844596  11.7605  70.4272  15.4906  344.257  23.6232  29806.3  174.543  168.252  28.9855  31.8415  10.9056  31.3235  44.2427  53.0387  18.8415  64.6931  21.7486  1.70086  19.2393  1.29199
82  0  21.9341  12.7949  79.0807  15.5879  360.73  23.8106  30009.8  174.535  175.141  28.1446  41.113  11.1931  61.8254  40.0753  85.4581  20.0541  28.1815  20.4863  19.854  19.9619  1.35684
83  0  0.0604026  15.1837  117.409  19.1044  277.985  24.0734  26379.1  164.715  214.398  31.8671  7764  90.8962  20.0469  29.4022  3.38755  16.5135  24.9873  20.951  380.427  30.8678  1.20982
84  0  1.68117  13.1928  82.1409  16.343  379.209  24.8592  29600.5  173.743  183.523  28.754  336.215  22.3623  92.3933  41.0638  289.049  27.2364  35.8707  23.0121  32.5362  22.8492  1.36774
85  0  9.8064  12.2573  89.424  16.384  332.894  23.5342  26952.9  165.536  163.455  26.8481  276.878  20.2931  31.4707  39.7432  46.0171  17.6853  48.1474  20.4801  1.69268  18.93  1.19943
86  0  10.4354  11.7745  53.2013  15.3986  395.837  25.2915  27175.8  166.568  323.651  33.7334  72.491  14.3801  20.354  37.4924  52.6732  18.1235  52.8912  21.344  9.26941  18.5451  1.16228
87  0  1.90778  11.6254  78.4029  15.8783  412.286  25.4301  26938.7  165.871  378.237  33.0727  69.0816  13.6973  1.0248  39.2428  38.9566  18.2505  83.2831  22.6028  85.238  22.5199  1.25907
88  0  43.7941  13.9478  66.0689  15.703  376.437  24.6652  27305.4  167.064  402.883  35.0807  154.085  17.8389  13.4764  38.3057  11.1934  16.7817  85.7768  22.8513  0.402498  19.1393  1.27225
89  0  19.9236  12.7017  65.6037  15.3147  471.396  26.5009  28230.3  169.693  368.91  33.7275  80.4417  14.5885  85.8704  53.3014  66.0775  21.5641  52.3992  24.3087  3.6414  23.3719  1.26691
90  0  31.258  13.8096  94.3328  16.7055  375.083  24.6879  27919.4  168.937  409.359  34.2773  80.3251  14.2555  60.0786  36.8474  14.6813  16.1788  37.8019  21.0408  19.7752  18.7279  1.24468
91  0  54.926  14.4233  101.962  17.1496  469.364  26.8272  27416.1  168.335  428  33.4916  108.47  15.1256  23.9055  39.9318  11.619  16.3766  34.3649  20.5018  7.04921  19.0911  1.23589
92  0  513.499  30.8263  907.4  39.5954  2783.06  61.3769  27225  171.813  6590.92  94.4323  425.173  34.0626  26.7188  35.5639  2259.68  56.4119  79.1387  23.7788  145.674  25.8855  1.21826
93  0  26.3374  13.3136  136.1  18.4715  441.945  26.6218  27904  168.987  671.467  40.0753  63.781  14.7909  67.0873  37.7259  54.4434  18.6508  5.26376  19.4169  2.96838  17.8477  1.34374
94  0  1568.03  50.6301  2648.41  64.8647  7543.64  99.4793  25805  173.172  19596.3  155.179  1496  58.7271  16.6297  30.1025  2769.63  64.4563  113.272  28.5317  732.063  40.0381  1.18243
